# Doangdoangan Besar, Indonesia Porites sp. d18O data from 1926-2010 CE
#-----------------------------------------------------------------------            
#                World Data Service for Paleoclimatology, Boulder            
#                                  and            
#                     NOAA Paleoclimatology Program            
#             National Centers for Environmental Information (NCEI)            
#-----------------------------------------------------------------------            
# Template Version 3.0            
# Encoding: UTF-8            
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data.             
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed.
#
# Online_Resource:  https://www.ncdc.noaa.gov/paleo/study/24630
#     Description: NOAA Landing Page
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/murty2017/Murty.MakassarStrait.2017-1.txt
#     Online_Resource_Description:  This file.  NOAA WDS Paleo formatted metadata and data for version 1.0.0 of this dataset.
# Online_Resource:  https://www1.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/murty2017/Murty.MakassarStrait.2017.lpd
#     Online_Resource_Description:  Linked Paleo Data (LiPD) formatted file containing the same metadata and data as this file, for version 1.0.0 of this dataset.
#
# Original_Source_URL: 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#
# Parameter_Keywords: oxygen isotopes
#
# Dataset_DOI: 
#
#------------------
# Contribution_Date
#     Date: 2018-07-17
#------------------
# File_Last_Modified_Date
#     Modified_Date: 2018-07-17
#------------------
# Title
#     Study_Name: Doangdoangan Besar, Indonesia Porites sp. d18O data from 1926-2010 CE
#------------------
# Investigators
#     Investigators: Murty, Sujata; Goodkin, Nathalie; Halide, Halmar; Natawidjaja, Danny; Suwargadi, Bambang; Suprihanto, Imam; Prayudi, Dudi; Switzer, Adam; Gordon, Arnold
#------------------
# Description_Notes_and_Keywords
#     Description: d18O measurements of a Porites coral collected from Doangdoangan Besar in the southern Makassar Strait. The d18O data were determined using isotope ratio mass spectrometry (IRMS)
#------------------
# Publication
#     Authors: Murty, S.A.; Goodkin, N.F.; Halide, H.; Natawidjaja, D.; Suwargadi, B.; Suprihanto, I.; Prayudi, D.; Switzer, A.D.; Gordon, A.L.
#     Published_Date_or_Year: 2017
#     Published_Title: Climatic Influences on Southern Makassar Strait Salinity Over the Past Century
#     Journal_Name: Geophysical Research Letters
#     Volume: 44
#     Edition: 
#     Issue: 23
#     Pages: 11,967-11,975
#     Report: 
#     DOI: 10.1002/2017GL075504
#     Online_Resource: 
#     Full_Citation: 
#     Abstract: The Indonesian Throughflow (ITF) is a globally important ocean current that fuels heat and buoyancy fluxes throughout the Indo-Pacific and is known to covary in strength with the El Niño Southern Oscillation at interannual time scales. A climate system with a less well-quantified impact on the ITF is the East Asian Winter Monsoon (EAWM), which drives less saline surface waters from the South China Sea (SCS) into the Makassar Strait, obstructing surface ITF flow. We present a subannually resolved record of sea surface salinity (SSS) from 1927 to 2011 based on coral δ18O from the Makassar Strait that reveals variability in the relative contributions of different source waters to the surface waters of the Makassar Strait during the boreal winter monsoon. We find that the EAWM (January–March) strongly influences interannual SSS variability during boreal winter over the twentieth century (r = 0.54, p << 0.0001), impacting surface water circulation in the SCS and Indonesian Seas.
#------------------
# Funding_Agency
#     Funding_Agency_Name: National Research Foundation Singapore
#     Grant: NRFF-2012-03
#------------------
# Funding_Agency
#     Funding_Agency_Name: National Oceanic and Atmospheric Administration, Division of Climate Observations, U.S. Department of Commerce
#     Grant: UCAR-Z15-17551
#------------------
# Site_Information
#     Site_Name: Doangdoangan Besar
#     Location: Asia>Southeastern Asia>Indonesia
#     Country: Indonesia
#     Northernmost_Latitude: -5.382
#     Southernmost_Latitude: -5.382
#     Easternmost_Longitude: 117.914
#     Westernmost_Longitude: 117.914
#     Elevation: -5
#------------------
# Data_Collection
#     Collection_Name: Murty.MakassarStrait.2017.Calibration
#     Earliest_Year: 1986.67
#     Most_Recent_Year: 2010.92
#     Time_Unit: years CE
#     Core_Length: 
#     Notes: 
#------------------
# Species
#     Species_Name: Porites sp.
#     Species_Code: 
#     Common_Name: 
#------------------
# Chronology_Section
#  Chronology:
#------------------
# Variables        
#
# Data variables follow that are preceded by "##" in columns one and two.        
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components 
#
## age	age,,,year Common Era,,,interpolated,,N,
## d18Oporites	delta 18O, Porites sp.,,per mil VPDB, , coral, interpolated,isotope ratio mass spectrometry, N,
#
#------------------
# Data:        
# Data lines follow (have no #)        
# Data line format - tab-delimited text, variable short name as header)        
# Missing_Values: nan
#
age            d18Oporites	
1993.92	-5.379	
1993.83	-5.345	
1993.75	-5.001	
1993.67	-5.139	
1993.58	-5.067	
1993.50	-5.113	
1993.42	-5.216	
1993.33	-5.460	
1993.25	-5.749	
1993.17	-5.910	
1993.08	-5.749	
1993.00	-5.679	
1992.92	-5.583	
1992.83	-5.329	
1992.75	-5.327	
1992.67	-5.428	
1992.58	-5.275	
1992.50	-5.640	
1992.42	-5.679	
1992.33	-5.739	
1992.25	-5.945	
1992.17	-6.054	
1992.08	-5.914	
1992.00	-5.454	
1991.92	-5.108	
1991.83	-5.267	
1991.75	-5.325	
1991.67	-5.128	
1991.58	-5.247	
1991.50	-5.334	
1991.42	-5.448	
1991.33	-5.856	
1991.25	-6.086	
1991.17	-5.854	
1991.08	-5.861	
1991.00	-5.698	
1990.92	-5.715	
1990.83	-5.561	
1990.75	-5.432	
1990.67	-5.350	
1990.58	-5.280	
1990.50	-5.478	
1990.42	-5.454	
1990.33	-5.521	
1990.25	-5.696	
1990.17	-5.905	
1990.08	-5.942	
1990.00	-5.741	
1989.92	-5.630	
1989.83	-5.599	
1989.75	-5.580	
1989.67	-5.508	
1989.58	-5.459	
1989.50	-5.639	
1989.42	-5.786	
1989.33	-5.956	
1989.25	-6.004	
1989.17	-5.987	
1989.08	-5.940	
1989.00	-5.700	
1988.92	-5.626	
1988.83	-5.512	
1988.75	-5.274	
1988.67	-5.293	
1988.58	-5.307	
1988.50	-5.319	
1988.42	-5.401	
1988.33	-5.496	
1988.25	-5.867	
1988.17	-6.098	
1988.08	-6.126	
1988.00	-5.915	
1987.92	-5.686	
1987.83	-5.506	
1987.75	-5.375	
1987.67	-5.412	
1987.58	-5.375	
1987.50	-5.396	
1987.42	-5.546	
1987.33	-5.745	
1987.25	-5.761	
1987.17	-6.125	
1987.08	-6.100	
1987.00	-5.884	
1986.92	-5.839	
1986.83	-5.813	
1986.75	-5.583	
1986.67	-5.400	
