# La Reunion Coral d18O and Sr/Ca Data during the 20th Century
#-----------------------------------------------------------------------
#               World Data Service for Paleoclimatology, Boulder
#                                   and
#                      NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite original publication, online resource and date accessed when using this data.
# If there is no publication information, please cite Investigator, title, online resource and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/28130
#      Description: NOAA Landing Page
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/coral/indian_ocean/pfeiffer2019/pfeiffer2019-reunion.txt
#      Description: NOAA location of the template
#
# Data_Type: Corals and Sclerosponges
#
# Dataset_DOI:
#
# Parameter_Keywords: trace metals, oxygen isotopes
#---------------------------------------
# Contribution_Date
#    Date: 2019-10-31
#---------------------------------------
# File_Last_Modified_Date
#    Date: 2019-10-31
#---------------------------------------
# Title
#    Study_Name: La Reunion Coral d18O and Sr/Ca Data during the 20th Century
#---------------------------------------
# Investigators
#      Investigators: Pfeiffer, Miriam
#---------------------------------------
# Description_Notes_and_Keywords
#        Description: Precision (1s)- Sr/Ca: 0.01 mmol/mole, d18O-porit: 0.06 per mil, d18O-porit_anom_err: 0.081 per mil.
#         Provided Keywords: corals, Sr/Ca, d18O, SST, d18O seawater, SSS, SW Indian Ocean
#---------------------------------------
# Publication
# Authors: Pfeiffer, Miriam
# Published_Date_or_Year: 2019
# Published_Title: 20th century d18O seawater and salinity variations reconstructed from paired d18O and Sr/Ca measurements of a La Reunion coral
# Journal_Name: Paleoceanography and Paleoclimatology
# Volume: 
# Edition: 
# Issue: 
# Pages: 
# Report_Number: 
# DOI: 10.1002/2019PA003770
# Online_Resource: 
# Full_Citation: 
# Abstract: Sea surface salinity (SSS) is an important variable in the global ocean circulation. However, decadal to interdecadal changes in SSS are not well understood due to the lack of instrumental data. Here, we reconstruct SSS from a paired, bimonthly resolved coral d18O and Sr/Ca record from La Reunion Island that extends from 1995-1913. Coral Sr/Ca correlates with regional sea surface temperature (SST) until 1966, when instrumental coverage is good, while coral d18O does not. The slope of the monthly (annual mean) coral Sr/Ca-SST regression is -0.040 mmol/mol per 1°C (-0.068 mmol/mol per 1°C) consistent with published estimates of the Sr/Ca-SST relationship. Coral Sr/Ca suggest a warming of 0.39°C since 1913. d18O seawater is calculated by subtracting the temperature component from measured coral d18O, using coral Sr/Ca as well as historical SST products. The derived d18O seawater reconstructions are correlated (r>0.6), and all show a significant shift in the mid-20th century (-0.17 to -0.19 permil), indicating a freshening of SSS by 0.7 psu. However, the timing of this shift depends on the temperature component and varies from 1947 (d18O seawater calculated with historical SST) to the late 1950s (d18O seawater calculated with coral Sr/Ca). Coral Sr/Ca shows warm temperature anomalies in the mid-1950s, while historical SST products show warm anomalies from 1940-45 followed by cooling in the 1950s, a pattern typical for the World War II bias. This suggests that historical SST may bias reconstructions of d18O seawater and SSS from corals. 
#---------------------------------------
# Funding_Agency
#    Funding_Agency_Name: German Science Foundation (DFG)
#    Grant: PF 676/2-1, PF 676/3-1
#---------------------------------------
# Site_Information
# Site_Name: St. Gilles Reef, Reunion
# Location: Reunion
# Country: France
# Northernmost_Latitude: -21
# Southernmost_Latitude: -21
# Easternmost_Longitude: 55
# Westernmost_Longitude: 55
# Elevation: -10
#---------------------------------------
# Data_Collection
#   Collection_Name: LaReunion Sr/Ca, d18O Pfeiffer2019
#   First_Year: 1912
#   Last_Year: 1995
#   Time_Unit: AD
#   Core_Length: 
#   Notes: 
#---------------------------------------
# Chronology_Information 
# Chronology: 
#---------------------------------------
# Variables
# Data variables follow that are preceded by "##" in columns one and two.
# Variables list, one per line, shortname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data)
## age_CE_SrCa	age,,,year Common Era,,corals and sclerosponges,,,N,Age for Sr/Ca Data
## Sr/Ca-porit	strontium/calcium,Porites sp.,,millimole per mole,monthly,corals and sclerosponges,,inductively-coupled plasma atomic emission spectroscopy,N,
## age_CE_d180	age,,,year Common Era,,corals and sclerosponges,,,N,Age for d18O Data
## d18O-porit 	delta 18O,Porites sp.,,per mil VPDB,,corals and sclerosponges,,isotope ratio mass spectrometry,N,bimonthly
## d18O-porit-anom_err	delta 18O,Porites sp.,,per mil VPDB,,corals and sclerosponges,anomalized,isotope ratio mass spectrometry,N,bimonthly
#------------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing_Values: NaN
age_CE_SrCa	Sr/Ca-porit	age_CE_d180	d18O-porit 	d18O-porit-anom_err	
1964.791667	8.7459138	NaN	NaN	NaN	
1964.875	8.72738204	NaN	NaN	NaN	
1964.958333	8.7121786	NaN	NaN	NaN	
1965.041667	8.71770984	NaN	NaN	NaN	
1965.125	8.73748854	NaN	NaN	NaN	
1965.208333	8.7868902	NaN	NaN	NaN	
1965.291667	8.85342569	NaN	NaN	NaN	
1965.375	8.91294405	NaN	NaN	NaN	
1965.458333	8.93326632	NaN	NaN	NaN	
1965.541667	8.99780171	NaN	NaN	NaN	
1965.625	9.02684239	NaN	NaN	NaN	
1965.708333	8.90275485	NaN	NaN	NaN	
1965.791667	8.8273114	NaN	NaN	NaN	
1965.875	8.83341514	NaN	NaN	NaN	
1965.958333	8.81086295	NaN	NaN	NaN	
1966.041667	8.7830925	NaN	NaN	NaN	
1966.125	8.79064418	NaN	NaN	NaN	
1966.208333	8.80734322	NaN	NaN	NaN	
1966.291667	8.86393173	NaN	NaN	NaN	
1966.375	8.91027449	NaN	NaN	NaN	
1966.458333	8.93892149	NaN	NaN	NaN	
1966.541667	8.96603504	NaN	NaN	NaN	
1966.625	8.99125316	NaN	NaN	NaN	
1966.708333	8.97143488	NaN	NaN	NaN	
1966.791667	8.93843935	NaN	NaN	NaN	
1966.875	8.83419436	NaN	NaN	NaN	
1966.958333	8.76886977	NaN	NaN	NaN	
1967.041667	8.76136664	NaN	NaN	NaN	
1967.125	8.72057809	NaN	NaN	NaN	
1967.208333	8.6982015	NaN	NaN	NaN	
1967.291667	8.74831977	NaN	NaN	NaN	
1967.375	8.79789922	NaN	NaN	NaN	
1967.458333	8.86538554	NaN	NaN	NaN	
1967.541667	8.92771386	NaN	NaN	NaN	
1967.625	8.96176615	NaN	NaN	NaN	
1967.708333	8.90580966	NaN	NaN	NaN	
1967.791667	8.83776851	NaN	NaN	NaN	
1967.875	8.80111349	NaN	NaN	NaN	
1967.958333	8.78244335	NaN	NaN	NaN	
1968.041667	8.77376326	NaN	NaN	NaN	
1968.125	8.77856299	NaN	NaN	NaN	
1968.208333	8.78392316	NaN	NaN	NaN	
1968.291667	8.8089004	NaN	NaN	NaN	
1968.375	8.88074235	NaN	NaN	NaN	
1968.458333	8.94011797	NaN	NaN	NaN	
1968.541667	8.98870945	NaN	NaN	NaN	
1968.625	9.02040773	NaN	NaN	NaN	
1968.708333	9.01139615	NaN	NaN	NaN	
1968.791667	8.97256765	NaN	NaN	NaN	
1968.875	8.91958006	NaN	NaN	NaN	
1968.958333	8.84904508	NaN	NaN	NaN	
1969.041667	8.77905882	NaN	NaN	NaN	
1969.125	8.74839971	NaN	NaN	NaN	
1969.208333	8.7387477	NaN	NaN	NaN	
1969.291667	8.75089403	NaN	NaN	NaN	
1969.375	8.82073613	NaN	NaN	NaN	
1969.458333	8.88897635	NaN	NaN	NaN	
1969.541667	8.93568822	NaN	NaN	NaN	
1969.625	8.96379639	NaN	NaN	NaN	
1969.708333	8.94163442	NaN	NaN	NaN	
1969.791667	8.87168402	NaN	NaN	NaN	
1969.875	8.8302951	NaN	NaN	NaN	
1969.958333	8.80786725	NaN	NaN	NaN	
1970.041667	8.78455436	NaN	NaN	NaN	
1970.125	8.77211352	NaN	NaN	NaN	
1970.208333	8.78107016	NaN	NaN	NaN	
1970.291667	8.78744394	NaN	NaN	NaN	
1970.375	8.79120016	NaN	NaN	NaN	
1970.458333	8.85911833	NaN	NaN	NaN	
1970.541667	8.94284323	NaN	NaN	NaN	
1970.625	9.0088557	NaN	NaN	NaN	
1970.708333	8.97555823	NaN	NaN	NaN	
1970.791667	8.92603717	NaN	NaN	NaN	
1970.875	8.85127797	NaN	NaN	NaN	
1970.958333	8.80390852	NaN	NaN	NaN	
1971.041667	8.78459782	NaN	NaN	NaN	
1971.125	8.78615999	NaN	NaN	NaN	
1971.208333	8.80525944	NaN	NaN	NaN	
1971.291667	8.81294695	NaN	NaN	NaN	
1971.375	8.8793633	NaN	NaN	NaN	
1971.458333	8.96406115	NaN	NaN	NaN	
1971.541667	8.9962384	NaN	NaN	NaN	
1971.625	9.00201196	NaN	NaN	NaN	
1971.708333	8.95482975	NaN	NaN	NaN	
1971.791667	8.8652767	NaN	NaN	NaN	
1971.875	8.76894482	NaN	NaN	NaN	
1971.958333	8.77691474	NaN	NaN	NaN	
1972.041667	8.77534758	NaN	NaN	NaN	
1972.125	8.75143412	NaN	NaN	NaN	
1972.208333	8.77940496	NaN	NaN	NaN	
1972.291667	8.82634183	NaN	NaN	NaN	
1972.375	8.85093993	NaN	NaN	NaN	
1972.458333	8.91187277	NaN	NaN	NaN	
1972.541667	8.90821862	NaN	NaN	NaN	
1972.625	8.94245871	NaN	NaN	NaN	
1972.708333	8.9222741	NaN	NaN	NaN	
1972.791667	8.88800254	NaN	NaN	NaN	
1972.875	8.79512826	NaN	NaN	NaN	
1972.958333	8.73173081	NaN	NaN	NaN	
1973.041667	8.71187825	NaN	NaN	NaN	
1973.125	8.73253865	NaN	NaN	NaN	
1973.208333	8.77813455	NaN	NaN	NaN	
1973.291667	8.81104028	NaN	NaN	NaN	
1973.375	8.82489782	NaN	NaN	NaN	
1973.458333	8.87719137	NaN	NaN	NaN	
1973.541667	8.95385139	NaN	NaN	NaN	
1973.625	9.02693112	NaN	NaN	NaN	
1973.708333	8.98749193	NaN	NaN	NaN	
1973.791667	8.90686208	NaN	NaN	NaN	
1973.875	8.8329524	NaN	NaN	NaN	
1973.958333	8.79945315	NaN	NaN	NaN	
1974.041667	8.82760982	NaN	NaN	NaN	
1974.125	8.8557149	NaN	NaN	NaN	
1974.208333	8.82487323	NaN	NaN	NaN	
1974.291667	8.80838396	NaN	NaN	NaN	
1974.375	8.8713194	NaN	NaN	NaN	
1974.458333	8.93456996	NaN	NaN	NaN	
1974.541667	8.99961206	NaN	NaN	NaN	
1974.625	9.01342233	NaN	NaN	NaN	
1974.708333	8.93509872	NaN	NaN	NaN	
1974.791667	8.93523821	NaN	NaN	NaN	
1974.875	8.79919995	NaN	NaN	NaN	
1974.958333	8.75473388	NaN	NaN	NaN	
1975.041667	8.75424061	NaN	NaN	NaN	
1975.125	8.78510291	NaN	NaN	NaN	
1975.208333	8.78275841	NaN	NaN	NaN	
1975.291667	8.84413369	NaN	NaN	NaN	
1975.375	8.86947859	NaN	NaN	NaN	
1975.458333	8.96947377	NaN	NaN	NaN	
1975.541667	8.96036344	NaN	NaN	NaN	
1975.625	9.03464329	NaN	NaN	NaN	
1975.708333	8.98049138	NaN	NaN	NaN	
1975.791667	8.95438835	NaN	NaN	NaN	
1975.875	8.85454866	NaN	NaN	NaN	
1975.958333	8.8018492	NaN	NaN	NaN	
1976.041667	8.76212366	NaN	NaN	NaN	
1976.125	8.7578238	NaN	NaN	NaN	
1976.208333	8.80677092	NaN	NaN	NaN	
1976.291667	8.85711196	NaN	NaN	NaN	
1976.375	8.88291177	NaN	NaN	NaN	
1976.458333	8.92963635	NaN	NaN	NaN	
1976.541667	8.92986934	NaN	NaN	NaN	
1976.625	8.93538814	NaN	NaN	NaN	
1976.708333	8.85430386	NaN	NaN	NaN	
1976.791667	8.8332195	NaN	NaN	NaN	
1976.875	8.82391449	NaN	NaN	NaN	
1976.958333	8.80684088	NaN	NaN	NaN	
1977.041667	8.7847214	NaN	NaN	NaN	
1977.125	8.7761476	NaN	NaN	NaN	
1977.208333	8.76854582	NaN	NaN	NaN	
1977.291667	8.7989898	NaN	NaN	NaN	
1977.375	8.86514311	NaN	NaN	NaN	
1977.458333	8.93165912	NaN	NaN	NaN	
1977.541667	8.96552774	NaN	NaN	NaN	
1977.625	8.97142205	NaN	NaN	NaN	
1977.708333	8.92762615	NaN	NaN	NaN	
1977.791667	8.86904701	NaN	NaN	NaN	
1977.875	8.84761538	NaN	NaN	NaN	
1977.958333	8.8209588	NaN	NaN	NaN	
1978.041667	8.75718791	NaN	NaN	NaN	
1978.125	8.73968275	NaN	NaN	NaN	
1978.208333	8.69611029	NaN	NaN	NaN	
1978.291667	8.736756	NaN	NaN	NaN	
1978.375	8.79429422	NaN	NaN	NaN	
1978.458333	8.83458443	NaN	NaN	NaN	
1978.541667	8.87534362	NaN	NaN	NaN	
1978.625	9.00481874	NaN	NaN	NaN	
1978.708333	8.91203871	NaN	NaN	NaN	
1978.791667	8.94742672	NaN	NaN	NaN	
1978.875	8.92071141	NaN	NaN	NaN	
1978.958333	8.89892424	NaN	NaN	NaN	
1979.041667	8.83178072	NaN	NaN	NaN	
1979.125	8.767783	NaN	NaN	NaN	
1979.208333	8.76149613	NaN	NaN	NaN	
1979.291667	8.77899234	NaN	NaN	NaN	
1979.375	8.77881992	NaN	NaN	NaN	
1979.458333	8.83908236	NaN	NaN	NaN	
1979.541667	8.90278743	NaN	NaN	NaN	
1979.625	8.91913915	NaN	NaN	NaN	
1979.708333	8.91161059	NaN	NaN	NaN	
1979.791667	8.88486459	NaN	NaN	NaN	
1979.875	8.83683297	NaN	NaN	NaN	
1979.958333	8.77573722	NaN	NaN	NaN	
1980.041667	8.74884813	NaN	NaN	NaN	
1980.125	8.7741186	NaN	NaN	NaN	
1980.208333	8.77022189	NaN	NaN	NaN	
1980.291667	8.78754514	NaN	NaN	NaN	
1980.375	8.84146217	NaN	NaN	NaN	
1980.458333	8.90432754	NaN	NaN	NaN	
1980.541667	8.93863787	NaN	NaN	NaN	
1980.625	9.00442986	NaN	NaN	NaN	
1980.708333	8.95889563	NaN	NaN	NaN	
1980.791667	8.92818831	NaN	NaN	NaN	
1980.875	8.86536554	NaN	NaN	NaN	
1980.958333	8.81147223	NaN	NaN	NaN	
1981.041667	8.80265979	NaN	NaN	NaN	
1981.125	8.63297829	NaN	NaN	NaN	
1981.208333	8.78117733	NaN	NaN	NaN	
1981.291667	8.82425611	NaN	NaN	NaN	
1981.375	8.87601519	NaN	NaN	NaN	
1981.458333	8.93375606	NaN	NaN	NaN	
1981.541667	8.96811082	NaN	NaN	NaN	
1981.625	9.00692193	NaN	NaN	NaN	
1981.708333	9.00034888	NaN	NaN	NaN	
1981.791667	8.95041759	NaN	NaN	NaN	
1981.875	8.84706833	NaN	NaN	NaN	
1981.958333	8.76558965	NaN	NaN	NaN	
1982.041667	8.78246127	NaN	NaN	NaN	
1982.125	8.77161146	NaN	NaN	NaN	
1982.208333	8.76046921	NaN	NaN	NaN	
1982.291667	8.7554746	NaN	NaN	NaN	
1982.375	8.78242149	NaN	NaN	NaN	
1982.458333	8.86082367	NaN	NaN	NaN	
1982.541667	8.92905119	NaN	NaN	NaN	
1982.625	9.02268085	NaN	NaN	NaN	
1982.708333	9.00100918	NaN	NaN	NaN	
1982.791667	8.93003749	NaN	NaN	NaN	
1982.875	8.87754011	NaN	NaN	NaN	
1982.958333	8.83415546	NaN	NaN	NaN	
1983.041667	8.82652651	NaN	NaN	NaN	
1983.125	8.78569469	NaN	NaN	NaN	
1983.208333	8.77176932	NaN	NaN	NaN	
1983.291667	8.82498583	NaN	NaN	NaN	
1983.375	8.85640943	NaN	NaN	NaN	
1983.458333	8.90839991	NaN	NaN	NaN	
1983.541667	8.9362785	NaN	NaN	NaN	
1983.625	8.95043704	NaN	NaN	NaN	
1983.708333	8.87509592	NaN	NaN	NaN	
1983.791667	8.83657088	NaN	NaN	NaN	
1983.875	8.77361744	NaN	NaN	NaN	
1983.958333	8.73045771	NaN	NaN	NaN	
1984.041667	8.71521476	NaN	NaN	NaN	
1984.125	8.71840615	NaN	NaN	NaN	
1984.208333	8.77129852	NaN	NaN	NaN	
1984.291667	8.8412927	NaN	NaN	NaN	
1984.375	8.88162457	NaN	NaN	NaN	
1984.458333	8.97040792	NaN	NaN	NaN	
1984.541667	8.9836938	NaN	NaN	NaN	
1984.625	9.03523004	NaN	NaN	NaN	
1984.708333	8.9709964	NaN	NaN	NaN	
1984.791667	8.8409774	NaN	NaN	NaN	
1984.875	8.79854605	NaN	NaN	NaN	
1984.958333	8.79337007	NaN	NaN	NaN	
1985.041667	8.76868267	NaN	NaN	NaN	
1985.125	8.77434508	NaN	NaN	NaN	
1985.208333	8.80396951	NaN	NaN	NaN	
1985.291667	8.84888266	NaN	NaN	NaN	
1985.375	8.90659828	NaN	NaN	NaN	
1985.458333	8.95976826	NaN	NaN	NaN	
1985.541667	8.97539064	NaN	NaN	NaN	
1985.625	9.01278546	NaN	NaN	NaN	
1985.708333	8.97757048	NaN	NaN	NaN	
1985.791667	8.94338018	NaN	NaN	NaN	
1985.875	8.90331239	NaN	NaN	NaN	
1985.958333	8.83297619	NaN	NaN	NaN	
1986.041667	8.74535927	NaN	NaN	NaN	
1986.125	8.74569522	NaN	NaN	NaN	
1986.208333	8.75373744	NaN	NaN	NaN	
1986.291667	8.76559823	NaN	NaN	NaN	
1986.375	8.79163856	NaN	NaN	NaN	
1986.458333	8.83454887	NaN	NaN	NaN	
1986.541667	8.89554371	NaN	NaN	NaN	
1986.625	8.98055649	NaN	NaN	NaN	
1986.708333	8.94432046	NaN	NaN	NaN	
1986.791667	8.93847122	NaN	NaN	NaN	
1986.875	8.89343695	NaN	NaN	NaN	
1986.958333	8.83315014	NaN	NaN	NaN	
1987.041667	8.79942495	NaN	NaN	NaN	
1987.125	8.77633443	NaN	NaN	NaN	
1987.208333	8.73814723	NaN	NaN	NaN	
1987.291667	8.73845998	NaN	NaN	NaN	
1987.375	8.76493691	NaN	NaN	NaN	
1987.458333	8.80934224	NaN	NaN	NaN	
1987.541667	8.86071041	NaN	NaN	NaN	
1987.625	8.89851635	NaN	NaN	NaN	
1987.708333	8.8943438	NaN	NaN	NaN	
1987.791667	8.8708577	NaN	NaN	NaN	
1987.875	8.85860099	NaN	NaN	NaN	
1987.958333	8.82980387	NaN	NaN	NaN	
1988.041667	8.80994058	NaN	NaN	NaN	
1988.125	8.77090602	NaN	NaN	NaN	
1988.208333	8.74999436	NaN	NaN	NaN	
1988.291667	8.77634145	NaN	NaN	NaN	
1988.375	8.81431974	NaN	NaN	NaN	
1988.458333	8.88480872	NaN	NaN	NaN	
1988.541667	8.9014893	NaN	NaN	NaN	
1988.625	8.92954062	NaN	NaN	NaN	
1988.708333	8.86657978	NaN	NaN	NaN	
1988.791667	8.83984446	NaN	NaN	NaN	
1988.875	8.75369926	NaN	NaN	NaN	
1988.958333	8.73304512	NaN	NaN	NaN	
1989.041667	8.74814076	NaN	NaN	NaN	
1989.125	8.74495103	NaN	NaN	NaN	
1989.208333	8.73006986	NaN	NaN	NaN	
1989.291667	8.7473964	NaN	NaN	NaN	
1989.375	8.80684227	NaN	NaN	NaN	
1989.458333	8.85986978	NaN	NaN	NaN	
1989.541667	8.89623281	NaN	NaN	NaN	
1989.625	8.95160593	NaN	NaN	NaN	
1989.708333	8.94678596	NaN	NaN	NaN	
1989.791667	8.89303125	NaN	NaN	NaN	
1989.875	8.86495687	NaN	NaN	NaN	
1989.958333	8.85630724	NaN	NaN	NaN	
1990.041667	8.71496606	NaN	NaN	NaN	
1990.125	8.75242738	NaN	NaN	NaN	
1990.208333	8.73550305	NaN	NaN	NaN	
1990.291667	8.74126555	NaN	NaN	NaN	
1990.375	8.78292736	NaN	NaN	NaN	
1990.458333	8.84417139	NaN	NaN	NaN	
1990.541667	8.91552801	NaN	NaN	NaN	
1990.625	8.92527443	NaN	NaN	NaN	
1990.708333	8.91339364	NaN	NaN	NaN	
1990.791667	8.89201745	NaN	NaN	NaN	
1990.875	8.84161287	NaN	NaN	NaN	
1990.958333	8.77077843	NaN	NaN	NaN	
1991.041667	8.7046857	NaN	NaN	NaN	
1991.125	8.6735207	NaN	NaN	NaN	
1991.208333	8.68107451	NaN	NaN	NaN	
1991.291667	8.73913783	NaN	NaN	NaN	
1991.375	8.82766689	NaN	NaN	NaN	
1991.458333	8.90460061	NaN	NaN	NaN	
1991.541667	8.93945615	NaN	NaN	NaN	
1991.625	8.94692442	NaN	NaN	NaN	
1991.708333	8.88516337	NaN	NaN	NaN	
1991.791667	8.84601832	NaN	NaN	NaN	
1991.875	8.77745725	NaN	NaN	NaN	
1991.958333	8.74245268	NaN	NaN	NaN	
1992.041667	8.73270785	NaN	NaN	NaN	
1992.125	8.69161317	NaN	NaN	NaN	
1992.208333	8.68182894	NaN	NaN	NaN	
1992.291667	8.73614182	NaN	NaN	NaN	
1992.375	8.78184489	NaN	NaN	NaN	
1992.458333	8.8544664	NaN	NaN	NaN	
1992.541667	8.92389799	NaN	NaN	NaN	
1992.625	8.93483555	NaN	NaN	NaN	
1992.708333	8.87427994	NaN	NaN	NaN	
1992.791667	8.82218515	NaN	NaN	NaN	
1992.875	8.78482721	NaN	NaN	NaN	
1992.958333	8.76848199	NaN	NaN	NaN	
1993.041667	8.76989583	NaN	NaN	NaN	
1993.125	8.75565627	NaN	NaN	NaN	
1993.208333	8.73936224	NaN	NaN	NaN	
1993.291667	8.73461259	NaN	NaN	NaN	
1993.375	8.76860652	NaN	NaN	NaN	
1993.458333	8.81523128	NaN	NaN	NaN	
1993.541667	8.87114761	NaN	NaN	NaN	
1993.625	8.93301629	NaN	NaN	NaN	
1993.708333	8.91812192	NaN	NaN	NaN	
1993.791667	8.92639376	NaN	NaN	NaN	
1993.875	8.92116205	NaN	NaN	NaN	
1993.958333	8.88713038	NaN	NaN	NaN	
1994.041667	8.84673528	NaN	NaN	NaN	
1994.125	8.77793435	NaN	NaN	NaN	
1994.208333	8.72815821	NaN	NaN	NaN	
1994.291667	8.72480062	NaN	NaN	NaN	
1994.375	8.72171738	NaN	NaN	NaN	
1994.458333	8.76139581	NaN	NaN	NaN	
1994.541667	8.84859247	NaN	NaN	NaN	
1994.625	8.90549788	NaN	NaN	NaN	
1994.708333	8.88018205	NaN	NaN	NaN	
1994.791667	8.86401513	NaN	NaN	NaN	
1994.875	8.85213853	NaN	NaN	NaN	
1994.958333	8.82711854	NaN	NaN	NaN	
1995.041667	8.78337601	NaN	NaN	NaN	
1995.125	8.75161599	NaN	NaN	NaN	
1995.208333	8.66319475	NaN	NaN	NaN	
1995.291667	8.67218937	NaN	NaN	NaN	
1995.375	8.7076325	NaN	NaN	NaN	
1995.458333	8.7549696	NaN	NaN	NaN	
1995.541667	8.81470386	NaN	NaN	NaN	
1995.625	8.86104117	NaN	NaN	NaN	
