# Seasonal Galapagos coral Delta14C, d18O and d13C values from 1602-1835 AD
#-----------------------------------------------------------------------
#              World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                       NOAA Paleoclimatology Program 
#-----------------------------------------------------------------------
# NOTE: Please cite original publication, online resource and date accessed when using this data.
# If there is no publication information, please cite Investigator, title, online resource and date accessed.
#
#  Online_Resource: http://www.ncdc.noaa.gov/paleo/study/ 
# Online_Resource: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/druffel2015/druffel2015.txt
#
# Archive: Corals and Sclerosponges
#
#--------------------------------
# Contribution_Date
# Date: 2015-03-19
#--------------------------------
# Title:   Seasonal Galapagos coral D14C, d18O and d13C values from 1602-1835 AD
#--------------------------------
# Investigators: Druffel, E.R.M.; Griffin, S.; Vetter, D.; Dunbar, R.B.; Mucciarone, D.M.
#--------------------
# Description and Notes: 
#    Description: near-monthly measurements of D14C, d18O and d13C in the UR-18 coral collected from Urvina Bay in 1986. Precision on National Institute of Standards and Technology Standard Reference Materials 8544 and internal laboratory standards is better than 0.06‰ and 0.03‰ for d18O and d13C, respectively.
#     Total uncertainty of ?14C measurements was ±1.4‰. 
#--------------------
# Publication 
#   Authors: Druffel, E.R.M., S. Griffin, D. Vetter, R.B. Dunbar, and D.M. Mucciarone
#   Journal_Name: Geophysical Research Letters
#   Published_Title: Identification of frequent La Niña events during the early 1800s in the east equatorial Pacific
#   Published_Date_or_Year: 2015
#   Volume: 42
#   Pages: 
#   DOI: 10.1002/2014GL062997
#  Abstract: We report measurements of near monthly D14C and d18O during selected decades from an east equatorial Pacific coral that grew during the past four centuries. We find that El Niño events occurred regularly during the late 1700s. During the early 1800s, El Niño events occurred less often, and La Niña conditions prevailed, which were accompanied by unprecedented, low cool season ?14C values and high cool season d18O values. These results indicate that shallow overturning water (e.g., Central Mode Water) from the North Pacific was likely an important source of water to the Galapagos area during the early 1800s.
#--------------------------------
# Funding_Agency: 
#    Funding_Agency_Name:
#    Grant:
#--------------------------------
# Site Information: 
# Site_Name: Urvina Bay
# Location: Eastern Pacific Ocean 
#	Northernmost_Latitude:  -0.4
# 	Southernmost_Latitude:  -0.4
# 	Easternmost_Longitude: -91.3
# 	Westernmost_Longitude: -91.3
# 	Elevation: -4
#--------------------------------
# Data Collection 
# Collection_Name: Urvina Isotopes Druffel15
# Oldest_Year: 1602
# Most_Recent_Year: 1835
# Time_Unit: AD
# Core_Length: 
# Notes: Age in the data table is the sample midpoint age. 
#--------------------------------
# Chronology    
#--------------------------------
# Variables    
# 
# Data variables follow (have double marker- "##")
# Data line variables format:  Variables list, one per line, shortname-tab-nine components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
## age_AD	age,,,years AD,,,,,N
## D14Cp.clav	Delta14C,Pavona clavus,,per mil,,Coral,,analytical technique:accelerator mass spectrometry,N
## D14Cp.clav-cool	Delta14C,Pavona clavus,,per mil,cool season	Coral,,analytical technique:accelerator mass spectrometry,N
## D14Cp.clav-warm	Delta14C,Pavona clavus,,per mil,warm season	Coral,,analytical technique:accelerator mass spectrometry,N
## d13Cp.clav	delta 13C,Pavona clavus,,per mil PDB,,Coral,,analytical technique:accelerator mass spectrometry,N
## d18Op.clav	delta 18O,Pavona clavus,,per mil PDB,,Coral,,analytical technique:accelerator mass spectrometry,N
## d18Op.clav-cool	delta 18O,Pavona clavus,,per mil PDB,cool season,Coral,,analytical technique:accelerator mass spectrometry,N
## d18Op.clav-warm	delta 18O,Pavona clavus,,per mil PDB,warm season,Coral,,analytical technique:accelerator mass spectrometry,N
#-----------------------------------
# Data:
# Missing Value: -999
age_AD	D14Cp.clav	D14Cp.clav-cool	D14Cp.clav-warm	d13Cp.clav	d18Op.clav	d18Op.clav-cool	d18Op.clav-warm
1804.42	-62.4	-999	-999	-2.81	-3.91	-999	-999
1804.50	-61.6	-999	-61.6	-2.42	-3.75	-999	-999
1804.58	-64.7	-999	-999	-2.86	-4.01	-999	-999
1804.67	-64.2	-999	-999	-2.17	-3.74	-999	-999
1804.75	-60.2	-999	-999	-2.32	-3.59	-3.59	-999
1804.83	-60.5	-999	-999	-2.39	-3.71	-999	-999
1804.92	-68.1	-999	-999	-2.48	-3.73	-999	-999
1805.00	-73.2	-73.2	-999	-2.94	-3.78	-999	-999
1805.14	-71.1	-999	-999	-3.24	-3.74	-999	-999
1805.29	-71.0	-999	-999	-3.57	-3.89	-999	-3.89
1805.43	-71.4	-999	-999	-3.75	-3.82	-999	-999
1805.57	-67.8	-999	-999	-2.91	-3.69	-999	-999
1805.71	-66.9	-999	-66.9	-2.78	-3.56	-3.56	-999
1805.86	-69.4	-999	-999	-2.76	-3.57	-999	-999
-999	-999	-999	-999	-999	-999	-999	-999
1806.00	-65.3	-999	-999	-3.83	-3.79	-999	-999
1806.08	-67.2	-999	-999	-4.16	-3.79	-999	-999
1806.17	-69.8	-69.8	-999	-4.27	-3.82	-999	-999
1806.25	-69.3	-999	-999	-4.43	-3.55	-3.55	-999
1806.33	-67.2	-999	-999	-4.49	-3.64	-999	-999
1806.42	-62.4	-999	-999	-4.30	-3.68	-999	-999
1806.50	-67.8	-999	-999	-3.93	-4.03	-999	-999
1806.58	-59.5	-999	-999	-3.69	-3.99	-999	-999
1806.67	-69.4	-999	-999	-3.73	-4.03	-999	-4.03
1806.75	-65.4	-999	-999	-3.54	-3.94	-999	-999
1806.83	-59.0	-999	-999	-3.46	-3.84	-999	-999
1806.92	-57.8	-999	-57.8	-3.75	-3.79	-999	-999
1807.00	-63.4	-999	-999	-3.60	-3.84	-999	-999
1807.06	-63.3	-999	-999	-3.71	-3.79	-999	-999
1807.13	-66.5	-999	-999	-3.51	-3.76	-3.76	-999
1807.19	-66.0	-999	-999	-3.94	-3.81	-999	-999
1807.25	-67.8	-67.8	-999	-3.94	-3.88	-999	-999
1807.31	-62.7	-999	-999	-4.26	-3.89	-999	-999
1807.38	-66.3	-999	-999	-4.08	-3.97	-999	-999
1807.44	-58.1	-999	-999	-4.41	-3.82	-999	-999
1807.50	-61.3	-999	-999	-4.00	-4.02	-999	-999
1807.56	-55.9	-999	-55.9	-3.79	-4.02	-999	-999
1807.63	-59.3	-999	-999	-3.75	-4.07	-999	-999
1807.69	-60.0	-999	-999	-3.54	-4.09	-999	-4.09
1807.75	-59.7	-999	-999	-3.48	-3.95	-999	-999
1807.81	-62.8	-999	-999	-3.43	-3.81	-999	-999
1807.88	-60.6	-999	-999	-3.88	-3.76	-999	-999
1807.94	-62.4	-999	-999	-3.99	-3.53	-999	-999
1808.00	-61.3	-999	-999	-4.08	-3.56	-999	-999
1808.07	-61.4	-999	-999	-4.11	-3.47	-3.47	-999
1808.14	-65.4	-999	-999	-4.31	-3.71	-999	-999
1808.21	-68.5	-68.5	-999	-4.47	-3.70	-999	-999
1808.29	-68.0	-999	-999	-4.44	-3.67	-999	-999
1808.36	-63.9	-999	-999	-4.31	-3.59	-999	-999
1808.43	-58.7	-999	-999	-4.00	-3.48	-999	-999
1808.50	-59.4	-999	-999	-3.40	-3.65	-999	-999
1808.57	-57.2	-999	-57.2	-3.65	-3.79	-999	-999
1808.64	-58.3	-999	-999	-3.77	-3.82	-999	-3.82
1808.71	-60.0	-999	-999	-3.84	-3.76	-999	-999
1808.79	-63.5	-999	-999	-3.87	-3.61	-999	-999
1808.86	-63.8	-999	-999	-3.75	-3.63	-999	-999
1808.93	-64.8	-999	-999	-3.87	-3.43	-999	-999
1809.00	-68.9	-999	-999	-4.23	-3.33	-999	-999
1809.09	-68.7	-999	-999	-4.16	-3.37	-999	-999
1809.18	-69.2	-999	-999	-4.08	-3.37	-3.37	-999
1809.27	-69.6	-999	-999	-3.75	-3.63	-999	-999
1809.36	-73.2	-73.2	-999	-3.87	-3.43	-999	-999
1809.45	-73.0	-999	-999	-4.60	-3.39	-999	-999
1809.55	-68.3	-999	-999	-4.59	-3.48	-999	-999
1809.64	-65.5	-999	-999	-4.43	-3.62	-999	-999
1809.73	-64.0	-999	-999	-4.16	-3.58	-999	-999
1809.82	-60.4	-999	-999	-3.78	-3.86	-999	-3.86
1809.91	-59.2	-999	-59.2	-3.56	-3.65	-999	-999
1810.00	-62.0	-999	-999	-3.53	-3.46	-999	-999
1810.09	-63.4	-999	-999	-3.93	-3.53	-999	-999
1810.18	-68.0	-999	-999	-4.05	-3.34	-3.34	-999
1810.27	-69.8	-999	-999	-4.05	-3.57	-999	-999
1810.36	-71.8	-71.8	-999	-3.99	-3.51	-999	-999
1810.45	-69.2	-999	-999	-3.68	-3.65	-999	-999
1810.55	-71.1	-999	-999	-4.06	-3.48	-999	-999
1810.64	-69.2	-999	-999	-4.14	-3.69	-999	-999
1810.73	-67.2	-999	-999	-4.22	-3.80	-999	-999
1810.82	-67.5	-999	-999	-3.85	-3.83	-999	-3.83
1810.91	-66.7	-999	-999	-3.33	-3.74	-999	-999
1811.00	-64.7	-999	-64.7	-3.12	-3.75	-999	-999
1811.08	-65.0	-999	-999	-3.22	-3.67	-999	-999
1811.17	-67.2	-999	-999	-3.44	-3.54	-999	-999
1811.25	-70.3	-999	-999	-3.33	-3.50	-999	-999
1811.33	-72.4	-72.4	-999	-3.22	-3.52	-999	-999
1811.42	-71.0	-999	-999	-3.48	-3.43	-3.43	-999
1811.50	-66.9	-999	-999	-4.03	-3.60	-999	-999
1811.58	-68.5	-999	-999	-4.23	-3.76	-999	-999
1811.67	-67.5	-999	-999	-4.39	-3.58	-999	-999
1811.75	-60.9	-999	-999	-3.99	-3.70	-999	-999
1811.83	-60.2	-999	-60.2	-3.55	-3.83	-999	-3.83
1811.92	-62.4	-999	-999	-3.15	-3.74	-999	-999
1812.00	-65.7	-999	-999	-3.25	-3.57	-999	-999
1812.07	-65.4	-999	-999	-3.49	-3.48	-3.48	-999
1812.13	-62.2	-999	-999	-3.71	-3.54	-999	-999
1812.20	-67.6	-999	-999	-3.82	-3.63	-999	-999
1812.27	-68.4	-999	-999	-3.95	-3.51	-999	-999
1812.33	-79.5	-79.5	-999	-3.98	-3.68	-999	-999
1812.40	-78.5	-999	-999	-4.16	-3.72	-999	-999
1812.47	-71.7	-999	-999	-4.45	-3.92	-999	-999
1812.53	-69.0	-999	-999	-4.39	-3.91	-999	-3.91
1812.60	-65.2	-999	-999	-4.25	-3.59	-999	-999
1812.67	-58.4	-999	-999	-3.41	-3.65	-999	-999
1812.73	-57.5	-999	-57.5	-3.20	-3.56	-999	-999
1812.80	-60.1	-999	-999	-3.27	-3.65	-999	-999
1812.87	-59.3	-999	-999	-3.41	-3.55	-999	-999
1812.93	-62.2	-999	-999	-3.60	-3.54	-999	-999
1813.00	-59.6	-999	-999	-3.71	-3.67	-999	-999
1813.08	-70.7	-999	-999	-3.92	-3.53	-3.53	-999
1813.17	-68.9	-999	-999	-3.84	-3.66	-999	-999
1813.25	-71.4	-71.4	-999	-4.00	-3.64	-999	-999
1813.33	-71.1	-999	-999	-4.05	-3.51	-999	-999
1813.42	-68.8	-999	-999	-4.31	-3.63	-999	-999
1813.50	-62.0	-999	-999	-4.38	-3.52	-999	-999
1813.58	-61.0	-999	-999	-4.30	-3.81	-999	-999
1813.67	-61.3	-999	-999	-3.89	-3.63	-999	-999
1813.75	-57.8	-999	-57.8	-3.53	-3.76	-999	-999
1813.83	-61.2	-999	-999	-3.40	-3.81	-999	-3.81
1813.92	-61.7	-999	-999	-3.12	-3.69	-999	-999
1814.00	-62.0	-999	-999	-3.49	-3.75	-999	-999
1814.08	-65.5	-999	-999	-3.50	-3.54	-999	-999
1814.15	-64.3	-999	-999	-3.63	-3.47	-3.47	-999
1814.23	-72.9	-999	-999	-3.86	-3.56	-999	-999
1814.31	-77.9	-77.9	-999	-3.89	-3.56	-999	-999
1814.38	-72.4	-999	-999	-4.15	-3.77	-999	-999
1814.46	-72.0	-999	-999	-4.40	-3.79	-999	-999
1814.54	-63.5	-999	-999	-4.05	-3.90	-999	-999
1814.62	-63.3	-999	-999	-3.48	-4.08	-999	-4.08
1814.69	-60.2	-999	-60.2	-3.28	-3.93	-999	-999
1814.77	-61.6	-999	-999	-3.37	-3.71	-999	-999
1814.85	-62.4	-999	-999	-3.59	-3.71	-999	-999
1814.92	-62.7	-999	-999	-3.30	-3.75	-999	-999
1815.00	-60.5	-999	-999	-2.79	-3.66	-999	-999
1815.09	-68.7	-999	-999	-2.92	-3.61	-3.61	-999
1815.18	-67.8	-999	-999	-3.09	-3.78	-999	-999
1815.27	-69.3	-999	-999	-3.18	-3.98	-999	-999
1815.37	-69.3	-999	-999	-3.47	-3.90	-999	-999
1815.45	-70.4	-70.4	-999	-3.62	-3.82	-999	-999
1815.55	-64.2	-999	-999	-4.06	-4.06	-999	-4.06
1815.64	-62.9	-999	-999	-3.93	-3.98	-999	-999
1815.73	-58.0	-999	-58.0	-3.50	-3.86	-999	-999
1815.82	-61.7	-999	-999	-3.09	-4.07	-999	-999
1815.91	-63.5	-999	-999	-2.83	-3.79	-999	-999
1816.00	-62.9	-999	-999	-2.89	-3.67	-999	-999
1816.07	-65.2	-999	-999	-2.94	-3.51	-999	-999
1816.13	-67.6	-999	-999	-3.30	-3.54	-999	-999
1816.20	-66.5	-999	-999	-3.55	-3.49	-999	-999
1816.27	-77.2	-77.2	-999	-3.78	-3.58	-999	-999
1816.33	-72.4	-999	-999	-3.69	-3.46	-3.46	-999
1816.40	-72.2	-999	-999	-3.66	-3.70	-999	-999
1816.47	-70.9	-999	-999	-3.95	-3.76	-999	-999
1816.53	-68.2	-999	-999	-3.95	-3.82	-999	-999
1816.60	-65.3	-999	-999	-3.72	-3.82	-999	-999
1816.67	-60.2	-999	-999	-3.30	-3.80	-999	-999
1816.73	-63.5	-999	-999	-3.61	-3.73	-999	-999
1816.80	-61.5	-999	-999	-3.42	-3.82	-999	-3.82
1816.87	-62.2	-999	-999	-3.39	-3.72	-999	-999
1816.93	-58.2	-999	-58.2	-3.69	-3.70	-999	-999
1817.00	-59.5	-999	-999	-3.52	-3.65	-999	-999
1817.07	-67.5	-999	-999	-3.29	-3.49	-3.49	-999
1817.13	-68.2	-999	-999	-3.02	-3.56	-999	-999
1817.20	-75.3	-75.3	-999	-3.38	-3.60	-999	-999
1817.27	-67.5	-999	-999	-3.70	-3.57	-999	-999
1817.33	-72.2	-999	-999	-4.03	-3.54	-999	-999
1817.40	-72.7	-999	-999	-4.18	-3.62	-999	-999
1817.47	-68.9	-999	-999	-4.32	-3.89	-999	-999
1817.53	-68.2	-999	-999	-4.14	-3.89	-999	-3.89
1817.60	-65.3	-999	-999	-3.99	-3.78	-999	-999
1817.67	-64.0	-999	-999	-3.85	-3.67	-999	-999
1817.73	-62.4	-999	-999	-3.72	-3.56	-999	-999
1817.80	-59.7	-999	-59.7	-3.39	-3.59	-999	-999
1817.87	-60.9	-999	-999	-3.51	-3.58	-3.58	-999
1817.93	-63.9	-999	-999	-3.25	-3.64	-999	-999
1818.00	-68.3	-999	-999	-3.44	-3.66	-999	-999
1818.10	-68.7	-999	-999	-3.29	-3.80	-999	-999
1818.20	-72.8	-72.8	-999	-3.49	-3.86	-999	-999
1818.30	-72.0	-999	-999	-3.85	-3.86	-999	-999
1818.40	-72.3	-999	-999	-4.32	-3.89	-999	-999
1818.50	-69.4	-999	-999	-4.51	-3.97	-999	-999
1818.60	-65.2	-999	-999	-4.06	-3.83	-999	-999
1818.70	-64.2	-999	-999	-3.79	-3.93	-999	-999
1818.80	-67.5	-999	-999	-3.66	-4.05	-999	-4.05
1818.90	-58.3	-999	-58.3	-3.77	-3.93	-999	-999
1819.00	-61.0	-999	-999	-3.84	-3.97	-999	-999
1819.14	-62.2	-62.2	-999	-3.63	-3.77	-3.77	-999
1819.29	-60.0	-999	-999	-3.60	-3.90	-999	-999
1819.43	-61.0	-999	-999	-3.69	-3.83	-999	-999
1819.57	-62.0	-999	-999	-3.50	-3.86	-999	-999
1819.71	-64.4	-999	-999	-3.64	-3.97	-999	-999
1819.86	-61.1	-999	-999	-3.72	-4.22	-999	-4.22
1820.00	-60.6	-999	-999	-3.84	-4.11	-999	-999
1820.14	-58.3	-999	-58.3	-3.97	-4.22	-999	-999
1820.29	-61.9	-999	-999	-3.95	-4.12	-4.12	-999
1820.43	-59.7	-999	-999	-4.04	-4.21	-999	-999
1820.57	-62.9	-62.9	-999	-3.97	-4.15	-999	-999
1820.71	-55.9	-999	-999	-3.71	-4.39	-999	-999
1820.86	-56.8	-999	-999	-3.66	-4.69	-999	-4.69
1821.00	-62.4	-999	-999	-2.35	-3.36	-999	-999
1821.08	-65.3	-999	-999	-999	-3.44	-999	-999
1821.17	-68.8	-999	-999	-2.32	-3.51	-999	-999
1821.25	-68.0	-999	-999	-2.61	-3.50	-999	-999
1821.33	-71.2	-999	-999	-3.11	-3.51	-999	-999
1821.42	-71.8	-71.8	-999	-3.11	-3.32	-3.32	-999
1821.50	-70.4	-999	-999	-3.21	-3.39	-999	-999
1821.58	-70.4	-999	-999	-3.29	-3.39	-999	-999
1821.67	-68.9	-999	-999	-3.32	-3.46	-999	-999
1821.75	-65.8	-999	-999	-2.78	-3.51	-999	-999
1821.83	-66.4	-999	-999	-2.82	-3.49	-999	-999
1821.92	-64.8	-999	-999	-2.66	-3.82	-999	-3.82
1822.00	-64.0	-999	-64.0	-2.77	-3.73	-999	-999
1822.13	-64.3	-999	-999	-3.12	-3.67	-999	-999
1822.25	-67.6	-999	-999	-2.86	-3.57	-3.57	-999
1822.38	-72.1	-72.1	-999	-3.05	-3.59	-999	-999
1822.50	-69.8	-999	-999	-3.18	-3.65	-999	-999
1822.63	-67.4	-999	-999	-3.73	-3.71	-999	-999
1822.75	-68.1	-999	-999	-3.64	-3.89	-999	-3.89
1822.88	-65.2	-999	-999	-3.43	-3.87	-999	-999
1823.00	-64.0	-999	-999	-3.33	-3.87	-999	-999
1823.10	-63.8	-999	-63.8	-2.96	-3.74	-999	-999
1823.20	-67.5	-999	-999	-3.09	-3.68	-999	-999
1823.30	-72.4	-72.4	-999	-3.11	-3.60	-3.60	-999
1823.40	-70.3	-999	-999	-3.34	-3.64	-999	-999
1823.50	-68.7	-999	-999	-3.87	-3.72	-999	-999
1823.60	-70.1	-999	-999	-4.16	-3.87	-999	-999
1823.70	-66.5	-999	-999	-3.88	-3.86	-999	-999
1823.80	-66.6	-999	-66.6	-3.60	-3.93	-999	-3.93
1823.90	-68.1	-999	-999	-3.43	-3.84	-999	-999
1824.00	-68.5	-999	-999	-3.49	-3.57	-999	-999
1824.07	-68.7	-999	-999	-3.35	-3.63	-999	-999
1824.14	-67.9	-999	-999	-3.10	-3.50	-3.50	-999
1824.21	-74.7	-999	-999	-3.37	-3.56	-999	-999
1824.29	-73.8	-999	-999	-3.57	-3.52	-999	-999
1824.36	-76.0	-76.0	-999	-3.90	-3.61	-999	-999
1824.43	-71.8	-999	-999	-4.14	-3.72	-999	-999
1824.50	-65.6	-999	-999	-3.79	-3.68	-999	-999
1824.57	-65.7	-999	-999	-4.05	-3.75	-999	-3.75
1824.64	-63.4	-999	-999	-3.44	-3.49	-999	-999
1824.71	-60.8	-999	-60.8	-3.83	-3.41	-999	-999
1824.79	-65.0	-999	-999	-3.67	-3.48	-999	-999
1824.86	-71.5	-999	-999	-999	-3.51	-999	-999
1824.93	-67.6	-999	-999	-3.46	-3.55	-999	-999
1825.00	-72.5	-999	-999	-3.65	-3.49	-999	-999
1825.10	-75.7	-999	-999	-3.99	-3.48	-3.48	-999
1825.20	-75.5	-999	-999	-3.88	-3.46	-999	-999
1825.30	-77.5	-77.5	-999	-4.15	-3.69	-999	-999
1825.40	-74.7	-999	-999	-4.23	-3.78	-999	-999
1825.50	-68.6	-999	-999	-4.26	-4.00	-999	-4.00
1825.60	-59.8	-999	-999	-4.06	-3.84	-999	-999
1825.70	-61.8	-999	-999	-3.89	-3.78	-999	-999
1825.80	-61.8	-999	-999	-3.44	-3.63	-999	-999
1825.90	-58.3	-999	-58.3	-3.50	-3.61	-999	-999
1826.00	-58.9	-999	-999	-3.43	-3.61	-999	-999
1826.09	-58.8	-999	-999	-3.17	-3.46	-999	-999
1826.18	-62.8	-999	-999	-2.91	-3.43	-3.43	-999
1826.27	-67.2	-999	-999	-3.49	-3.57	-999	-999
1826.36	-72.2	-72.2	-999	-3.37	-3.55	-999	-999
1826.45	-67.8	-999	-999	-3.51	-3.60	-999	-999
1826.55	-70.7	-999	-999	-3.79	-3.51	-999	-999
1826.64	-68.5	-999	-999	-3.95	-3.50	-999	-999
1826.73	-67.5	-999	-999	-4.23	-3.62	-999	-999
1826.82	-63.4	-999	-999	-3.90	-3.89	-999	-999
1826.91	-68.6	-999	-999	-3.23	-3.63	-999	-999
1827.00	-64.7	-999	-999	-3.58	-3.92	-999	-3.92
1827.08	-60.7	-999	-60.7	-3.24	-3.76	-999	-999
1827.15	-64.0	-999	-999	-3.35	-3.93	-999	-999
1827.23	-66.4	-999	-999	-3.09	-3.60	-3.60	-999
1827.31	-66.4	-999	-999	-999	-3.69	-999	-999
1827.38	-68.5	-68.5	-999	-3.14	-3.78	-999	-999
1827.46	-67.6	-999	-999	-3.83	-3.84	-999	-999
1827.54	-67.1	-999	-999	-3.99	-3.71	-999	-999
1827.62	-66.3	-999	-999	-4.08	-3.79	-999	-999
1827.69	-65.2	-999	-999	-3.86	-3.74	-999	-999
1827.77	-64.1	-999	-999	-3.70	-3.83	-999	-3.83
1827.85	-66.4	-999	-999	-3.30	-3.59	-999	-999
1827.92	-60.5	-999	-60.5	-3.60	-3.56	-999	-999
1828.00	-61.2	-999	-999	-3.40	-3.56	-999	-999
1828.07	-65.2	-999	-999	-3.78	-3.66	-999	-999
1828.13	-65.1	-999	-999	-3.78	-3.65	-999	-999
1828.20	-68.6	-999	-999	-3.56	-3.55	-999	-999
1828.27	-68.8	-999	-999	-3.75	-3.81	-999	-999
1828.33	-72.1	-999	-999	-3.65	-3.66	-999	-999
1828.40	-72.1	-72.1	-999	-4.10	-3.51	-3.51	-999
1828.47	-69.4	-999	-999	-999	-3.57	-999	-999
1828.53	-66.3	-999	-999	-3.83	-3.64	-999	-999
1828.60	-62.5	-999	-999	-3.68	-3.72	-999	-3.72
1828.67	-60.3	-999	-60.3	-3.71	-3.70	-999	-999
1828.73	-61.8	-999	-999	-3.95	-3.67	-999	-999
1828.80	-60.3	-999	-999	-3.95	-3.67	-999	-999
1828.87	-62.9	-999	-999	-3.80	-3.43	-999	-999
1828.93	-67.6	-999	-999	-3.81	-3.49	-999	-999
1829.00	-67.0	-999	-999	-3.89	-3.39	-3.39	-999
1829.09	-68.2	-999	-999	-3.73	-3.53	-999	-999
1829.18	-71.1	-71.1	-999	-3.84	-3.43	-999	-999
1829.27	-69.5	-999	-999	-3.73	-3.63	-999	-999
1829.36	-70.2	-999	-999	-3.71	-3.94	-999	-999
1829.45	-66.1	-999	-999	-3.53	-4.01	-999	-999
1829.55	-63.7	-999	-999	-3.46	-4.16	-999	-4.16
1829.64	-62.1	-999	-999	-2.98	-4.08	-999	-999
1829.73	-58.7	-999	-58.7	-3.09	-3.99	-999	-999
1829.82	-60.8	-999	-999	-2.60	-3.99	-999	-999
1829.91	-63.5	-999	-999	-1.80	-3.88	-3.88	-999
1830.00	-63.7	-63.7	-999	-2.38	-4.48	-999	-999
1830.11	-61.6	-999	-999	-1.73	-4.41	-999	-999
1830.22	-64.3	-999	-999	-2.26	-4.48	-999	-4.48
1830.33	-62.5	-999	-62.5	-2.15	-4.25	-999	-999
1830.44	-65.0	-999	-999	-2.01	-3.84	-999	-999
1830.56	-63.6	-999	-999	-2.31	-3.61	-999	-999
1830.67	-64.7	-999	-999	-2.82	-3.64	-999	-999
1830.78	-64.9	-999	-999	-2.76	-3.48	-3.48	-999
1830.89	-68.1	-999	-999	-3.09	-3.60	-999	-999
1831.00	-68.4	-68.4	-999	-3.49	-3.56	-999	-999
1831.09	-64.7	-999	-999	-3.67	-3.68	-999	-999
1831.18	-65.4	-999	-999	-3.49	-3.96	-999	-999
1831.27	-63.3	-999	-999	-3.47	-4.30	-999	-4.30
1831.36	-65.2	-999	-999	-2.80	-4.01	-999	-999
1831.45	-64.4	-999	-999	-2.31	-3.80	-999	-999
1831.55	-60.6	-999	-999	-2.39	-3.68	-999	-999
1831.64	-60.2	-999	-999	-2.16	-3.60	-999	-999
1831.73	-58.5	-999	-58.5	-2.32	-3.71	-999	-999
1831.82	-60.0	-999	-999	-2.55	-3.70	-999	-999
1831.91	-63.7	-999	-999	-2.69	-3.65	-999	-999
1832.00	-69.5	-999	-999	-2.64	-3.70	-999	-999
1832.08	-70.7	-70.7	-999	-2.85	-3.61	-999	-999
1832.17	-66.3	-999	-999	-2.76	-3.60	-3.60	-999
1832.25	-62.8	-999	-999	-2.86	-3.95	-999	-999
1832.33	-63.0	-999	-999	-3.03	-4.05	-999	-999
1832.42	-58.4	-999	-999	-2.31	-4.07	-999	-4.07
1832.50	-60.3	-999	-999	-2.16	-3.95	-999	-999
1832.58	-59.2	-999	-999	-1.90	-3.76	-999	-999
1832.67	-58.2	-999	-999	-2.03	-3.94	-999	-999
1832.75	-60.7	-999	-999	-1.84	-3.92	-999	-999
1832.83	-58.4	-999	-58.4	-1.93	-3.80	-999	-999
1832.92	-61.3	-999	-999	-2.19	-3.48	-999	-999
1833.00	-62.6	-999	-999	-2.32	-3.56	-999	-999
1833.09	-63.3	-999	-999	-2.35	-3.58	-999	-999
1833.18	-70.8	-70.8	-999	-2.66	-3.44	-999	-999
1833.27	-65.9	-999	-999	-1.93	-3.47	-999	-999
1833.36	-68.0	-999	-999	-2.10	-3.36	-3.36	-999
1833.45	-66.0	-999	-999	-2.42	-3.51	-999	-999
1833.55	-62.9	-999	-999	-2.09	-3.43	-999	-999
1833.64	-65.2	-999	-999	-2.13	-3.73	-999	-999
1833.73	-61.9	-999	-999	-1.53	-3.94	-999	-999
1833.82	-57.9	-999	-999	-1.58	-4.08	-999	-999
1833.91	-57.7	-999	-57.7	-1.72	-4.27	-999	-4.27
1834.00	-57.7	-999	-999	-2.06	-4.14	-999	-999
1834.07	-59.8	-999	-999	-2.11	-4.05	-999	-999
1834.14	-60.8	-999	-999	-2.14	-3.61	-999	-999
1834.21	-62.3	-999	-999	-2.37	-3.70	-999	-999
1834.29	-62.4	-999	-999	-2.24	-3.55	-999	-999
1834.36	-65.3	-999	-999	-2.45	-3.64	-999	-999
1834.43	-68.8	-999	-999	-2.57	-3.61	-999	-999
1834.50	-68.6	-999	-999	-2.38	-3.73	-999	-999
1834.57	-72.4	-72.4	-999	-2.84	-3.55	-999	-999
1834.64	-70.9	-999	-999	-3.05	-3.53	-3.53	-999
1834.71	-68.7	-999	-999	-2.80	-3.63	-999	-999
1834.79	-65.4	-999	-999	-2.52	-3.71	-999	-999
1834.86	-59.4	-999	-59.4	-2.13	-3.80	-999	-999
1834.93	-60.8	-999	-999	-2.05	-3.92	-999	-3.92
1835.00	-59.6	-999	-999	-1.88	-3.82	-999	-999
1835.08	-65.0	-999	-999	-2.33	-3.58	-3.58	-999
1835.17	-70.8	-999	-999	-2.77	-3.69	-999	-999
1835.25	-70.3	-999	-999	-3.12	-3.75	-999	-999
1835.33	-72.3	-72.3	-999	-3.18	-4.01	-999	-999
1835.42	-68.6	-999	-999	-3.24	-3.90	-999	-999
1835.50	-69.8	-999	-999	-3.31	-3.77	-999	-999
1835.58	-66.1	-999	-999	-3.26	-3.86	-999	-999
1835.67	-65.1	-999	-999	-2.58	-4.01	-999	-4.01
1835.75	-66.9	-999	-999	-2.44	-3.89	-999	-999
1835.83	-61.6	-999	-999	-2.33	-3.93	-999	-999
1835.92	-61.1	-999	-61.1	-1.81	-3.60	-999	-999

