# Urvina Bay Coral Stable Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/study/1850
#
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/urv87.txt
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/east_pacific/readme_urvina.txt
# Original_Source_URL: http://www1.ncdc.noaa.gov/pub/data/paleo/coral/image/urvcomp18o.gif
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 1995-08-01
#--------------------
# Title
#	Study_Name: Urvina Bay - del18O Data 
#--------------------
# Investigators
#       Investigators: Dunbar, R.B.; Wellington, G.M.; Colgan, M.W.; Glynn, P.W.
#--------------------
# Description_and_Notes
#	Description: Urvina Bay, Galapagos Islands, 00 deg 24.52' S, 91 deg. 14.04'W. This data was used to construct Figure 5 in the annual reference, a sub-annual oxygen isotopic time-series spanning the period 1961-1982. The data are sub-annual del O-18 values, given in parts per mil relative to the PDB standard, from a colony of Pavona gigantea.  The coral was drilled at roughly millimeter intervals; the first columns of file URV87.DAT give the distance of the top and bottom of the sample interval from the base of the colony.  The column labeled Year is the inferred calendar period of growth for each interval. 
#--------------------
# Publication 
#       Authors: Dunbar, R.B.; Wellington, G.M.; Colgan, M.W.; Glynn, P.W.
#       Published_Date_or_Year: 1994-04     
#       Published_Title: Eastern Pacific Sea Surface Temperature since  1600 A.D.: The d18O Record of Climate Variability in Galapagos Corals
#       Journal_Name: Paleoceanography
#       Volume: 9
#       Edition: 
#       Issue: 2
#       Pages: 291-315
#       DOI: 10.1029/93PA03501
#       Online_Resource: http://onlinelibrary.wiley.com/doi/10.1029/93PA03501/abstract
#       Full_Citation: Dunbar, R.B. Wellington, G.M., Colgan, M.W.,  and Glynn, P.W., 1994, Eastern Pacific Sea Surface Temperature since  1600 A.D.: The d18O Record of Climate Variability in Galapagos Corals, Paleoceanography, v.9, 291-315.
#       Abstract: We measured stable oxygen isotope ratios and skeletal growth rates in the massive corals Pavona clavus and P. gigantea from the west coast of Isabela Island, Galápagos, to assess interannual to decadal climate variability in the eastern Pacific. Comparisons of instrumental data sets show that sea surface temperatures (SST) in the Galápagos region are representative of a broad portion of the eastern equatorial Pacific. The site is especially well-suited for long-term studies of the El Niño/Southern Oscillation (ENSO) phenomenon, as it lies within the eastern Pacific “center of action” for thermal anomalies associated with ENSO. The P. gigantea isotope record is nearly monthly in resolution, spans the period 1961–1982, and shows strong correlation with a Galápagos instrumental SST record (r = −0.90 for annual averages). Cross-spectral analysis shows that SST can explain greater than 80% of the variance in δ18O at both the annual cycle and within the high-frequency portion of the ENSO band (3-5 years). The P. clavus record is annual in resolution, extends from 1587 to 1953 A.D., and was obtained from a 10-m diameter colony preserved within the Urvina Bay uplift. Because seawater δ18O variations in the region are very small, we interpret the Urvina Bay coral δ18O record in terms of annual average SST. The isotopic record appears to be a very good, but not perfect, indicator of ENSO events and shows good correspondence with the historical ENSO reconstruction of Quinn et al. (1987). A number of low δ18O excursions that we observe during the 17th and 18th centuries very likely represent ENSO events that are missing from the historical tabulations. Most interannual δ18O variations between 1607 and 1953 A.D. represent annual average temperature excursions of 1° to 2.5°C. During the Little Ice Age, the annual δ18O series correlates well with many North American tree ring records and shows low temperatures during the early 1600s and early 1800s, and relatively warmer conditions during the 1700s. Unlike most northern hemisphere tree ring and instrumental records, we see no evidence at this site for warming between 1880 and 1940 but rather observe a slight cooling (28% of the total variance. The main ENSO mode is centered at 4.6 years and accounts for 12% of the total variance. Additional significant oscillations occur at periods of 3.3, 6, 8, 11, 17, 22, and 34 years. Both annual growth rate and δ18O show variance at periods equivalent to the solar and solar magnetic periods (e.g., 11 and 22 years, respectively). In addition, the amplitude of the 11-year δ18O cycle generally varies with the amplitude of the solar cycle, supporting previous suggestions that the solar cycle may modulate interannual to decadal climate variability in the tropics. The dominant oscillatory modes, both within the ENSO and interdecadal frequency bands, shift to shorter periods from the early to middle 1700s and again from the middle to late 1800s. This may reflect major reorganizations within the tropical ocean-atmosphere system and suggests that tropical Pacific climate variability is linked across timescales ranging from years to decades.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Urvina Bay, Galapagos Islands
#       Location: Ocean>Pacific Ocean>Eastern Pacific Ocean>Galapagos Islands
#	Country: Ecuador 
#	Northernmost_Latitude: -0.4084
# 	Southernmost_Latitude: -0.4084
# 	Easternmost_Longitude: -91.234
# 	Westernmost_Longitude: -91.234
# 	Elevation: -3 m
#------------------
# Data_Collection   
#	Collection_Name: 94gala01b
#	Earliest_Year: 1961
#	Most_Recent_Year: 1982
#	Time_Unit: AD
#	Core_Length:
#	Notes: 
#------------------
# Species
#	Species_Name: Pavona gigantea
#	Common_Name: 
#------------------
# Chronology_Information
#	Chronology: 
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
## depth1	depth at sample start, , ,mm, , , , ,N
## depth2	depth at sample end, , ,mm, , , , ,N
## age	age, , ,years AD, , , , ,N
## d18O	delta 18O, Pavona gigantea, , permil VPDB, , Corals and Sclerosponges, , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
depth1	depth2	age	d18O
174.0	175.0	1976.48	-4.21
175.0	176.0	1976.57	-4.33
176.0	177.0	1976.66	-4.32
177.0	178.0	1976.75	-4.16
178.0	179.0	1976.84	-4.32
179.0	180.0	1976.93	-4.14
180.0	181.0	1977.03	-4.19
181.0	182.0	1977.12	-4.17
182.0	183.0	1977.21	-4.27
183.0	184.0	1977.30	-4.57
184.0	185.0	1977.39	-4.67
185.0	186.0	1977.49	-4.66
186.0	187.0	1977.58	-4.54
187.0	188.0	1977.67	-3.96
188.0	189.0	1977.86	-4.10
189.0	190.0	1978.04	-4.03
190.0	191.0	1978.23	-4.25
191.0	192.0	1978.41	-4.02
192.0	193.0	1978.60	-4.10
193.0	194.0	1978.68	-4.18
194.0	195.0	1978.76	-4.36
195.0	196.0	1978.85	-4.26
196.0	197.0	1978.93	-4.42
197.0	198.0	1979.01	-4.31
198.0	199.0	1979.09	-4.46
199.0	200.0	1979.17	-4.44
200.0	201.0	1979.25	-4.43
201.0	202.0	1979.34	-4.74
202.0	203.0	1979.42	-4.52
203.0	204.0	1979.50	-4.39
204.0	205.0	1979.58	-4.19
205.0	206.0	1979.66	-4.28
206.0	207.0	1979.74	-4.29
207.0	208.0	1979.81	-4.33
208.0	209.0	1979.89	-4.60
209.0	210.0	1979.97	-4.55
210.0	211.0	1980.05	-4.53
211.0	212.0	1980.13	-4.49
212.0	213.0	1980.20	-4.35
213.0	214.0	1980.28	-4.49
214.0	215.0	1980.36	-4.35
215.0	216.5	1980.44	-4.18
216.5	218.0	1980.51	-4.22
218.0	219.0	1980.59	-4.20
219.0	220.0	1980.67	-4.05
220.0	221.5	1980.77	-4.19
221.5	223.0	1980.87	-4.45
223.0	224.0	1980.97	-4.40
224.0	225.0	1981.07	-4.37
225.0	226.0	1981.18	-4.34
226.0	227.0	1981.28	-4.52
227.0	228.0	1981.38	-3.92
228.0	229.0	1981.48	-3.91
229.0	230.0	1981.58	-3.84
230.0	231.0	1981.67	-3.99
231.0	232.5	1981.77	-4.03
232.5	234.0	1981.86	-4.11
234.0	235.0	1981.96	-4.13
235.0	236.0	1982.05	-4.22
236.0	237.0	1982.14	-4.18
237.0	238.0	1982.24	-4.35
238.0	239.0	1982.33	-4.42
