Year	Ifaty4_SrCa	Ifaty4_d18O	Zimbabwe_rainfall_recon	Kalahari_precip	Eastern_Cape_precip	Lesotho_precip	Mayotte	Ifaty1_SrCa	Ifaty1_d18O
1703	-1.16681	1.75195	NA	NA	NA	NA	NA	NA	NA
1704	-2.36317	-1.15445	NA	NA	NA	NA	NA	NA	NA
1705	-1.10845	-0.63817	NA	NA	NA	NA	NA	NA	NA
1706	0.49642	1.57354	NA	NA	NA	NA	NA	NA	NA
1707	3.00586	0.3014	NA	NA	NA	NA	NA	NA	NA
1708	4.2314	-0.25474	NA	NA	NA	NA	NA	NA	NA
1709	4.5524	-1.42841	NA	NA	NA	NA	NA	NA	NA
1710	2.48066	1.13043	NA	NA	NA	NA	NA	NA	NA
1711	1.34266	2.86266	NA	NA	NA	NA	NA	NA	NA
1712	0.17548	0.69802	NA	NA	NA	NA	NA	NA	NA
1713	-1.57529	-0.35891	NA	NA	NA	NA	NA	NA	NA
1714	1.40102	1.42665	NA	NA	NA	NA	NA	NA	NA
1715	-1.98378	1.0354	NA	NA	NA	NA	NA	NA	NA
1716	2.59741	1.03698	NA	NA	NA	NA	NA	NA	NA
1717	0.23387	4.48047	NA	NA	NA	NA	NA	NA	NA
1718	2.50987	3.31111	NA	NA	NA	NA	NA	NA	NA
1719	1.57612	0.55786	NA	NA	NA	NA	NA	NA	NA
1720	-0.02875	0.63003	NA	NA	NA	NA	NA	NA	NA
1721	0.72992	0.07548	NA	NA	NA	NA	NA	NA	NA
1722	0.52566	0.19959	NA	NA	NA	NA	NA	NA	NA
1723	0.08797	-0.78119	NA	NA	NA	NA	NA	NA	NA
1724	0.05882	-0.38396	NA	NA	NA	NA	NA	NA	NA
1725	1.83877	-0.25613	NA	NA	NA	NA	NA	NA	NA
1726	1.66369	1.18618	NA	NA	NA	NA	NA	NA	NA
1727	2.33482	1.57839	NA	NA	NA	NA	NA	NA	NA
1728	0.67159	1.05385	NA	NA	NA	NA	NA	NA	NA
1729	1.66369	0.65337	NA	NA	NA	NA	NA	NA	NA
1730	0.78831	0.20444	NA	NA	NA	NA	NA	NA	NA
1731	0.87584	3.10022	NA	NA	NA	NA	NA	NA	NA
1732	1.54697	1.13003	NA	NA	NA	NA	NA	NA	NA
1733	1.95549	1.22642	NA	NA	NA	NA	NA	NA	NA
1734	1.19682	0.72755	NA	NA	NA	NA	NA	NA	NA
1735	0.20474	-0.26292	NA	NA	NA	NA	NA	NA	NA
1736	2.42239	-0.19302	NA	NA	NA	NA	NA	NA	NA
1737	-1.10833	0.13462	NA	NA	NA	NA	NA	NA	NA
1738	1.48864	0.45993	NA	NA	NA	NA	NA	NA	NA
1739	0.49654	0.31449	NA	NA	NA	NA	NA	NA	NA
1740	0.11721	-0.08984	NA	NA	NA	NA	NA	NA	NA
1741	1.31357	0.32758	NA	NA	NA	NA	NA	NA	NA
1742	1.16767	0.57289	NA	NA	NA	NA	NA	NA	NA
1743	0.90505	2.00115	NA	NA	NA	NA	NA	NA	NA
1744	0.52572	0.31566	NA	NA	NA	NA	NA	NA	NA
1745	0.73	0.33921	NA	NA	NA	NA	NA	NA	NA
1746	1.45949	0.81869	NA	NA	NA	NA	NA	NA	NA
1747	1.25524	0.41533	NA	NA	NA	NA	NA	NA	NA
1748	0.49657	-0.04644	NA	NA	NA	NA	NA	NA	NA
1749	-0.29128	1.11394	NA	NA	NA	NA	NA	NA	NA
1750	1.34277	1.22448	NA	NA	NA	NA	NA	NA	NA
1751	-0.1162	1.128	NA	NA	NA	NA	NA	NA	NA
1752	2.07226	0.78577	NA	NA	NA	NA	NA	NA	NA
1753	-0.72897	-0.8127	NA	NA	NA	NA	NA	NA	NA
1754	1.28444	-1.28781	NA	NA	NA	NA	NA	NA	NA
1755	2.50998	-0.60714	NA	NA	NA	NA	NA	NA	NA
1756	0.84675	0.69175	NA	NA	NA	NA	NA	NA	NA
1757	-0.58304	0.55059	NA	NA	NA	NA	NA	NA	NA
1758	1.10937	-0.29686	NA	NA	NA	NA	NA	NA	NA
1759	2.4808	-0.32401	NA	NA	NA	NA	NA	NA	NA
1760	0.58414	-0.83237	NA	NA	NA	NA	NA	NA	NA
1761	0.87593	1.44749	NA	NA	NA	NA	NA	NA	NA
1762	-0.17453	1.00971	NA	NA	NA	NA	NA	NA	NA
1763	0.90511	0.06045	NA	NA	NA	NA	NA	NA	NA
1764	0.75924	0.29589	NA	NA	NA	NA	NA	NA	NA
1765	2.36412	0.94717	NA	NA	NA	NA	NA	NA	NA
1766	1.1094	-0.31237	NA	NA	NA	NA	NA	NA	NA
1767	-1.10825	0.90693	NA	NA	NA	NA	NA	NA	NA
1768	-1.6043	0.36147	NA	NA	NA	NA	NA	NA	NA
1769	0.43827	-3.15725	NA	NA	NA	NA	NA	NA	NA
1770	-1.42922	-1.89528	NA	NA	NA	NA	NA	NA	NA
1771	-1.48758	-2.14448	NA	NA	NA	NA	NA	NA	NA
1772	0.17565	-0.58502	NA	NA	NA	NA	NA	NA	NA
1773	-0.90399	-1.50404	NA	NA	NA	NA	NA	NA	NA
1774	-2.04199	-0.96347	NA	NA	NA	NA	NA	NA	NA
1775	0.26322	-1.34648	NA	NA	NA	NA	NA	NA	NA
1776	0.70091	-1.65879	NA	NA	NA	NA	NA	NA	NA
1777	-1.75017	0.01051	NA	NA	NA	NA	NA	NA	NA
1778	-0.52463	-2.2012	NA	NA	NA	NA	NA	NA	NA
1779	0.73009	-2.37864	NA	NA	NA	NA	NA	NA	NA
1780	1.98481	-0.29861	NA	NA	NA	NA	NA	NA	NA
1781	-0.6997	-0.10778	NA	NA	NA	NA	NA	NA	NA
1782	-2.04196	-0.76422	NA	NA	NA	NA	NA	NA	NA
1783	-0.67052	-2.73304	NA	NA	NA	NA	NA	NA	NA
1784	2.77266	-1.1342	NA	NA	NA	NA	NA	NA	NA
1785	0.73012	1.27199	NA	NA	NA	NA	NA	NA	NA
1786	1.34289	-0.52133	NA	NA	NA	NA	NA	NA	NA
1787	2.10156	-0.05397	NA	NA	NA	NA	NA	NA	NA
1788	2.01402	-0.04162	NA	NA	NA	NA	NA	NA	NA
1789	-1.42916	-0.11554	NA	NA	NA	NA	NA	NA	NA
1790	-0.78721	-0.92469	NA	NA	NA	NA	NA	NA	NA
1791	0.11738	-1.36732	NA	NA	NA	NA	NA	NA	NA
1792	0.96359	-1.58888	NA	NA	NA	NA	NA	NA	NA
1793	0.87605	-1.27327	NA	NA	NA	NA	NA	NA	NA
1794	0.40918	-0.43842	NA	NA	NA	NA	NA	NA	NA
1795	3.09369	-1.68051	NA	NA	NA	NA	NA	NA	NA
1796	-0.08688	-0.15204	0.15096	NA	NA	NA	NA	NA	NA
1797	0.96359	-0.69731	1.45649	NA	NA	NA	NA	NA	NA
1798	-0.20359	-2.47706	-1.92117	NA	NA	NA	NA	NA	NA
1799	2.04323	-2.01358	-0.00749	NA	NA	NA	NA	NA	NA
1800	1.54718	-1.23158	-0.21697	NA	NA	NA	NA	NA	NA
1801	1.48882	-1.51277	0.74367	NA	NA	NA	NA	NA	NA
1802	0.61343	-0.59599	0.17137	NA	NA	NA	NA	NA	NA
1803	0.52589	0.29704	2.29714	NA	NA	NA	NA	NA	NA
1804	1.518	-0.95917	-1.36928	NA	NA	NA	NA	NA	NA
1805	-0.61211	-0.15238	-0.04333	NA	NA	NA	NA	NA	NA
1806	1.16784	-1.34308	1.00E-04	NA	NA	NA	NA	NA	NA
1807	-0.23277	-0.25371	0.00272	NA	NA	NA	NA	NA	NA
1808	-0.5829	0.46851	0.02823	NA	NA	NA	NA	NA	NA
1809	-0.93305	-2.26132	-0.01521	NA	NA	NA	NA	NA	NA
1810	-0.67044	-2.23417	0.20199	NA	NA	NA	NA	NA	NA
1811	0.49674	-1.85407	-0.62074	NA	NA	NA	NA	NA	NA
1812	0.05905	-1.24847	-0.95281	NA	NA	NA	NA	NA	NA
1813	0.8469	-0.8447	0.98638	NA	NA	NA	NA	NA	NA
1814	1.13872	-0.10196	0.16116	NA	NA	NA	NA	NA	NA
1815	-0.17436	-0.883	-1.42554	NA	NA	NA	NA	NA	NA
1816	1.98493	-0.2205	-0.63343	0.60654	NA	NA	NA	NA	NA
1817	1.13872	-0.835	-0.72803	2.44782	NA	NA	NA	NA	NA
1818	1.3138	-0.91063	1.18565	1.52718	NA	NA	NA	NA	NA
1819	1.1679	0.27764	0.55199	0.60654	NA	NA	NA	NA	NA
1820	-0.20354	-2.37818	-1.11636	1.52718	NA	NA	NA	NA	NA
1821	3.91077	-0.58193	-0.04333	-0.3141	0.16761	NA	NA	NA	NA
1822	-0.116	-1.46913	-0.90178	-0.3141	0.16761	NA	NA	NA	NA
1823	2.65606	0.50647	-0.20166	-0.3141	1.84373	NA	NA	NA	NA
1824	1.25547	-2.55031	-0.55937	-0.3141	0.16761	NA	NA	NA	NA
1825	-0.26187	-0.35116	0.46001	-0.3141	-0.67045	0.78244	NA	NA	NA
1826	0.52598	-0.55623	0.91232	-1.23474	0.16761	NA	NA	NA	NA
1827	-1.22479	-1.60294	0.01554	-0.3141	-0.67045	1.6692	NA	NA	NA
1828	0.08829	-0.78077	0.56742	-0.3141	-0.67045	NA	NA	NA	NA
1829	1.02203	0.30528	1.88827	0.60654	-0.67045	NA	NA	NA	NA
1830	-0.11597	-0.02003	2.20005	2.44782	-0.67045	1.6692	NA	NA	NA
1831	0.73024	-0.47624	-1.21345	0.60654	1.00567	NA	NA	NA	NA
1832	-0.84546	-0.92301	1.31348	-0.3141	1.84373	-0.10432	NA	NA	NA
1833	-0.29104	-0.21832	1.93681	-1.23474	-1.5085	1.6692	NA	NA	NA
1834	0.67191	0.03669	0.41918	-1.23474	-1.5085	-0.99108	NA	NA	NA
1835	2.13088	-0.71186	1.09628	0.60654	0.16761	1.6692	NA	NA	NA
1836	0.64273	0.48876	1.82703	-0.3141	0.16761	2.55596	NA	NA	NA
1837	0.64273	0.19959	-0.8149	0.60654	-1.5085	0.78244	NA	NA	NA
1838	1.37222	0.55399	1.19847	1.52718	-1.5085	-0.10432	NA	NA	NA
1839	-0.64117	-0.45879	-1.22116	-0.3141	-1.5085	2.55596	NA	NA	NA
1840	0.02996	-0.79428	0.28115	0.60654	1.00567	0.78244	NA	NA	NA
1841	0.93452	-1.52828	-0.9222	1.52718	-0.67045	2.55596	NA	NA	NA
1842	-0.23266	0.41242	-1.13939	0.60654	-0.67045	-0.99108	NA	NA	NA
1843	-0.84543	-1.20249	-0.58489	0.60654	0.16761	-0.10432	NA	NA	NA
1844	-0.99132	-1.07393	0.06918	1.52718	1.84373	1.6692	NA	NA	NA
1845	-0.99129	-1.42065	-0.57468	-0.3141	1.84373	0.78244	NA	NA	NA
1846	1.80994	1.12558	-0.66928	0.60654	-0.67045	-0.10432	NA	NA	NA
1847	1.19717	0.55544	-0.66666	-0.3141	1.00567	-0.10432	NA	NA	NA
1848	0.70112	0.97381	1.15242	0.60654	1.84373	2.55596	NA	NA	NA
1849	-0.23263	-0.59744	0.43449	-0.3141	-0.67045	-0.10432	NA	NA	NA
1850	0.64276	-0.16111	-0.4649	-0.3141	0.16761	-0.10432	NA	NA	NA
1851	0.70112	0.11329	-0.20937	-1.23474	-0.67045	-0.99108	NA	NA	NA
1852	2.07255	0.31904	0.53929	0.60654	1.00567	0.78244	NA	NA	NA
1853	1.48896	0.55932	0.61335	0.60654	1.00567	-0.10432	NA	NA	NA
1854	1.08048	0.61701	0.65418	1.52718	0.16761	0.78244	NA	NA	NA
1855	-0.96209	-0.1136	0.06918	1.52718	0.16761	2.55596	NA	NA	NA
1856	-2.15845	-2.53922	-1.78836	0.60654	1.84373	1.6692	NA	NA	NA
1857	0.03002	-1.49337	-0.01521	0.60654	1.84373	0.78244	NA	NA	NA
1858	0.14674	-1.3426	0.36554	-0.3141	-0.67045	0.78244	NA	NA	NA
1859	-0.29096	-1.665	-0.21448	-0.3141	-1.5085	-0.10432	NA	NA	NA
1860	0.00084	-1.74414	-1.43064	-0.3141	0.16761	0.78244	NA	NA	NA
1861	2.27684	-1.06092	-0.46229	0.60654	-1.5085	-0.10432	NA	NA	NA
1862	0.9054	0.64416	-0.84814	-0.3141	-1.5085	-0.10432	NA	NA	NA
1863	1.13884	-0.54799	-0.04333	-1.23474	1.84373	-0.99108	NA	NA	NA
1864	0.64282	-0.84008	-0.95281	1.52718	1.00567	2.55596	NA	NA	NA
1865	2.86046	0.0493	-1.21606	-0.3141	-1.5085	2.55596	NA	NA	NA
1866	-1.37057	-1.75711	-0.355	-0.3141	-0.67045	-0.10432	NA	NA	NA
1867	0.32184	-0.81367	-0.50834	0.60654	1.00567	0.78244	1.77997	NA	NA
1868	0.3802	-0.82176	-0.85573	0.60654	0.16761	-0.10432	2.96097	NA	NA
1869	-0.02831	0.13559	0.01554	0.60654	-0.67045	-0.10432	1.12159	NA	NA
1870	0.2343	-1.25824	-0.68969	-0.3141	1.00567	0.78244	0.83528	NA	NA
1871	-1.63319	-2.67825	0.73346	1.52718	0.16761	1.6692	2.0704	NA	NA
1872	0.672	-1.05561	-0.39582	-0.3141	0.16761	0.78244	1.25187	NA	NA
1873	2.62702	-0.88639	0.74367	-0.3141	-0.67045	-0.10432	2.16407	NA	NA
1874	0.46774	-2.65304	0.46511	-1.23474	0.16761	1.6692	1.45074	NA	NA
1875	0.17597	-1.04347	-0.74085	2.44782	1.84373	1.6692	1.92519	NA	NA
1876	-0.81613	-1.41964	-0.58999	0.60654	0.16761	0.78244	2.41148	NA	NA
1877	0.23433	0.88608	-0.40865	-0.3141	-1.5085	-0.10432	1.94772	NA	NA
1878	-0.55351	-1.45168	0.16876	-0.3141	-1.5085	-0.99108	0.95951	NA	NA
1879	0.35105	-0.64447	0.03334	-1.23474	1.00567	-0.10432	0.91095	NA	NA
1880	-2.21675	-1.4992	0.28115	-1.23474	0.16761	-0.10432	0.63867	NA	NA
1881	-0.32008	-0.42291	0.98899	1.52718	-0.67045	2.55596	-0.03158	-2.20257	NA
1882	-0.40762	-0.45539	-1.20075	2.44782	-0.67045	0.78244	0.1395	0.50566	NA
1883	0.67202	-1.05026	-0.24771	-0.3141	-0.67045	-0.10432	0.51513	-2.87963	0.18213
1884	0.26351	-0.84056	-0.42657	-1.23474	-0.67045	-0.99108	0.00614	-1.23533	1.66403
1885	1.314	-1.6873	-1.30033	-1.23474	-0.67045	-0.99108	0.53505	-0.17138	0.47735
1886	1.19729	-1.10165	-0.52614	-0.3141	1.84373	2.55596	1.39459	-2.27993	0.11845
1887	0.49698	-2.31028	-0.63605	1.52718	1.00567	0.78244	1.27172	-1.50615	0.50629
1888	1.81005	-1.91096	-0.67438	1.52718	0.16761	1.6692	1.25992	-0.71303	0.22265
1889	-0.93282	-0.17178	0.02313	-0.3141	NA	0.78244	1.60388	-0.46155	-0.33885
1890	0.58452	-0.14075	0.56991	0.60654	1.00567	-0.10432	0.38341	0.6798	0.24001
1891	-0.37838	-2.26422	0.01292	2.44782	1.00567	2.55596	0.00484	-1.06121	-0.85404
1892	-1.37048	-0.63564	-0.88386	1.52718	-0.67045	1.6692	-0.23488	-1.06121	-0.14783
1893	0.03013	-1.31205	-0.86594	0.60654	0.16761	1.6692	0.46989	-0.65498	-1.33451
1894	-0.84525	-2.64092	0.61335	1.52718	-0.67045	1.6692	0.67952	0.00274	0.11266
1895	-0.46592	0.00469	-1.16242	0.60654	-1.5085	0.78244	0.6347	0.66045	-0.04364
1896	-0.58264	0.86533	-0.64625	-0.3141	-1.5085	-0.10432	1.72597	-0.77104	1.062
1897	-0.72853	-0.22414	0.79221	-1.23474	-0.67045	-0.10432	1.90513	0.87324	0.67995
1898	-0.43674	-1.86086	1.65838	-1.23474	-0.67045	-0.10432	0.29924	1.74374	-0.24624
1899	1.89762	1.8174	1.27004	1.52718	-0.67045	-0.10432	0.3976	1.16341	0.58733
1900	-1.54556	1.94782	1.73754	1.52718	1.84373	0.78244	2.18878	0.42832	0.54102
1901	0.58454	-0.00355	1.45139	1.52718	-1.5085	0.78244	1.21641	0.64111	0.04319
1902	0.14685	0.45314	0.15096	1.52718	-1.5085	-0.10432	0.87142	1.29882	-0.02627
1903	2.27696	1.71996	-1.82159	1.52718	0.16761	-0.99108	1.22946	0.73783	0.69731
1904	0.58454	-2.07393	0.24294	-0.3141	0.16761	-0.99108	0.69653	1.45358	0.97517
1905	2.24778	0.79009	0.31438	-1.23474	1.00567	1.6692	-0.50997	1.39554	0.7552
1906	-0.78689	-0.04573	-0.51345	0.60654	1.00567	-0.10432	-0.13675	1.10537	1.07357
1907	2.16024	-1.03571	-0.75354	1.52718	1.00567	-0.10432	1.60288	1.74376	-0.5762
1908	2.21863	-0.34394	1.98025	1.52718	1.84373	-0.10432	0.50577	1.45359	1.0099
1909	-0.69932	-1.60973	1.48711	-0.3141	0.16761	0.78244	-0.12297	1.08605	0.47734
1910	2.36452	0.46284	-1.21855	-1.23474	-0.67045	1.6692	1.84611	0.52506	0.81887
1911	1.05145	1.06449	1.89598	-1.23474	1.84373	0.78244	2.0704	0.50571	1.08515
1912	-1.28291	0.9608	-0.76126	-1.23474	0.16761	-0.99108	0.71071	0.09948	0.24579
1913	0.03016	0.50405	-1.58399	0.60654	-0.67045	-0.99108	0.70632	-1.13855	0.40209
1914	0.61375	0.57483	-0.66156	-0.3141	-0.67045	-0.99108	1.32901	1.45361	0.77256
1915	0.17609	1.49791	1.90619	-0.3141	0.16761	-0.10432	-0.43739	0.7959	-0.54726
1916	-0.31996	0.4309	0.83304	-0.3141	0.16761	-0.99108	0.35307	0.71852	1.89556
1917	-0.52422	-0.27941	0.25825	-0.3141	1.00567	-0.99108	0.54972	-1.8543	1.28775
1918	1.81014	0.14287	2.99465	-0.3141	-0.67045	-0.99108	2.24284	-1.40937	1.06199
1919	0.49706	2.70703	0.4447	-0.3141	-0.67045	-0.99108	1.20263	0.4477	0.48891
1920	1.45999	1.14402	0.72326	1.52718	-0.67045	-0.10432	1.76012	-1.27396	0.77256
1921	2.48127	0.18795	0.00782	0.60654	0.16761	-0.99108	1.65409	-0.15198	1.32248
1922	1.7226	0.45217	-0.91199	-1.23474	0.16761	0.78244	0.94272	0.06081	-0.24625
1923	1.37245	0.57726	-0.66418	0.60654	1.84373	-0.10432	1.92292	-0.53885	0.84202
1924	-0.14486	0.86147	-1.53034	-1.23474	-0.67045	-0.10432	1.71389	-0.53885	0.51785
1925	1.98525	-0.04185	1.00679	2.44782	-1.5085	0.78244	2.47774	-1.06115	0.78413
1926	2.16033	-0.91645	-0.78429	0.60654	-0.67045	0.78244	0.67078	-0.98377	-0.33888
1927	0.70135	0.00809	-1.09085	-0.3141	-0.67045	-0.10432	0.74305	-0.28737	0.4426
1928	1.1974	1.58182	-0.4776	1.52718	-0.67045	0.78244	0.65427	0.71854	-0.57042
1929	0.84725	0.02409	0.71305	0.60654	-1.5085	-0.10432	-0.42987	0.89264	0.8999
1930	-0.55337	0.73579	-0.21958	1.52718	-0.67045	1.6692	-0.13561	-0.53885	0.46575
1931	-0.23239	0.97432	0.25053	-1.23474	-0.67045	-0.99108	-0.54063	-0.20999	0.82465
1932	-0.20321	1.39426	-1.492	-1.23474	0.16761	-0.99108	-0.9736	0.85395	0.47154
1933	0.0594	1.70541	0.10242	-1.23474	-1.5085	-0.99108	-1.12224	-0.30672	0.49469
1934	0.32202	0.81384	-0.53386	0.60654	0.16761	1.6692	0.67611	-0.28735	1.17197
1935	1.34333	1.70978	1.07836	-0.3141	1.84373	-0.10432	0.75904	-1.37064	1.4614
1936	-0.29072	-0.66554	0.49834	-1.23474	0.16761	-0.99108	-0.53495	-1.56409	1.01567
1937	0.90564	-0.67501	0.1944	-0.3141	-0.67045	1.6692	-0.0722	-1.19654	-0.59358
1938	-0.14483	0.93941	-0.06885	0.60654	0.16761	-0.99108	-0.82482	-1.6995	-0.44308
1939	-0.64088	-1.23109	0.52909	-0.3141	-0.67045	-0.10432	-0.59508	-0.71293	0.01423
1940	-1.16611	-0.78415	-0.98605	0.60654	-0.67045	1.6692	-0.34436	-0.17129	0.06633
1941	-0.7576	-0.59259	-1.59158	2.44782	1.84373	-0.10432	-0.0595	-0.50014	-1.0451
1942	-1.13693	-1.39302	-1.22627	-0.3141	-0.67045	-0.10432	0.40463	0.17692	-0.46044
1943	0.49712	-0.96493	-0.42906	1.52718	1.84373	0.78244	0.15748	-0.98373	0.29208
1944	0.87649	-0.72388	1.48201	1.52718	-0.67045	1.6692	0.99695	0.15759	-1.4561
1945	1.95613	1.00631	-1.75513	-1.23474	-0.67045	-0.99108	1.53296	-0.0552	-0.75567
1946	0.32208	0.52974	0.61597	-0.3141	-1.5085	-0.10432	0.43072	1.60843	0.95778
1947	-0.55331	0.33582	-1.78064	-0.3141	0.16761	-0.99108	-0.05263	-0.42274	0.43679
1948	0.2929	-1.54307	-0.09698	-0.3141	0.16761	-0.10432	0.41779	0.87334	0.81306
1949	-0.64085	0.35861	-1.2722	-0.3141	1.00567	-0.99108	-0.62545	-0.77095	-0.57622
1950	1.22664	-1.40853	0.25315	-0.3141	-0.67045	1.6692	0.64491	-0.48078	-0.77304
1951	-1.63295	0.65192	-0.07395	1.52718	-0.67045	-0.99108	0.76387	0.23497	-0.96406
1952	-0.69921	-1.45387	0.54178	-0.3141	0.16761	-0.10432	0.11732	-0.51947	0.18209
1953	-0.29069	-1.55737	0.64907	1.52718	1.84373	0.78244	-0.56622	0.23499	0.30366
1954	0.93487	0.49338	-1.23647	0.60654	1.84373	-0.10432	-1.62747	-0.71289	-0.57043
1955	-0.75754	-0.79234	1.1218	0.60654	1.00567	2.55596	-1.01581	0.50581	1.70451
1956	0.38046	-1.4071	-1.55075	0.60654	1.00567	-0.10432	-0.94541	-0.34535	-0.48361
1957	0.11785	0.31982	-0.11988	-0.3141	0.16761	-0.10432	-0.76412	-0.17125	3.0359
1958	-1.22441	-1.5278	0.63887	-0.3141	-1.5085	1.6692	-0.19438	-1.21585	0.24576
1959	0.99323	-1.26648	-0.1276	-1.23474	0.16761	-0.10432	0.08266	-0.03584	-0.96407
1960	-1.60374	-0.42735	0.19689	0.60654	1.84373	1.6692	-0.66656	0.44778	-0.67464
1961	-2.47913	-1.67857	2.26129	0.60654	-1.5085	-0.99108	-0.03271	-1.0224	0.16472
1962	-1.04933	-0.55478	-0.96825	1.52718	-0.67045	1.6692	-0.04735	-0.38404	0.58729
1963	-1.07851	-1.35035	0.3221	-0.3141	1.00567	-0.99108	1.39413	-0.01647	-0.04367
1964	-1.10769	-0.35888	0.14834	-1.23474	0.16761	-0.99108	0.04261	0.17697	-0.96986
1965	-1.13684	-1.28103	-0.14552	-1.23474	0.16761	-0.10432	0.22934	0.69928	-0.26944
1966	-0.08638	0.14093	0.15855	-0.3141	-1.5085	-0.10432	-0.54119	0.2737	0.1705
1967	0.14706	-0.57223	1.73505	-0.3141	1.00567	-0.10432	-0.12455	0.52517	0.25733
1968	0.03034	0.32675	-0.46229	-0.3141	0.16761	-0.99108	1.5457	1.33764	0.3268
1969	-0.17392	0.42842	1.25971	-0.3141	-1.5085	-0.99108	-0.67583	-0.30664	0.75516
1970	-0.49489	1.55221	0.36044	0.60654	0.16761	-0.99108	-1.15836	1.08617	0.71464
1971	-1.54535	0.04202	0.5546	1.52718	0.16761	-0.10432	-1.4384	-0.67418	0.66833
1972	0.26377	0.87497	-1.11898	1.52718	-0.67045	-0.10432	-0.08553	0.17697	-1.06827
1973	-1.57453	1.44846	-0.43167	-1.23474	0.16761	-0.99108	-0.57682	1.55045	-1.21878
1974	-0.87423	-0.19505	0.28115	-0.3141	1.84373	0.78244	-1.23641	-0.07449	-1.37507
1975	-0.23225	0.34261	0.53158	-0.3141	0.16761	-0.99108	-1.4936	1.80193	0.10103
1976	-0.61158	-0.99437	0.48814	1.52718	1.84373	2.55596	0.02605	-0.53875	1.69871
1977	-0.99092	-0.02633	-1.09595	-1.23474	0.16761	1.6692	-0.25442	0.66061	1.99393
1978	-1.37025	0.47254	1.04513	0.60654	0.16761	-0.10432	-0.53666	2.38227	0.14734
1979	-0.90338	0.12153	-0.78429	-1.23474	1.00567	0.78244	-0.65181	-1.11909	-0.91777
1980	0.52642	1.40246	0.41657	0.60654	0.16761	0.78244	-0.59139	3.87179	-0.58782
1981	0.67232	-0.41418	1.45139	-1.23474	0.16761	-0.99108	0.12774	-0.30662	-2.4865
1982	0.20544	0.11523	-0.53635	-0.3141	-0.67045	-0.10432	-0.21503	0.60257	0.44835
